usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1339524030,06/12/2012 18:00:30,2,docr,2.68,0,13.994,0,32.233,0,5.782,0,44.69,0,1500.241,0,24.0517,0,35.152701,2,-122.91836,2
1339524045,06/12/2012 18:00:45,2,docr,2.68,0,14.448,0,31.032,0,5.354,0,42.37,0,1500.313,0,23.0317,0,35.152701,2,-122.91836,2
1339524060,06/12/2012 18:01:00,2,docr,2.68,0,14.219,0,31.017,0,4.328,0,45.15,0,1499.551,0,23.0673,0,35.152701,2,-122.91836,2
1339524075,06/12/2012 18:01:15,2,docr,2.68,0,13.905,0,32.548,0,4.801,0,16.74,0,1500.319,0,24.3131,0,35.152701,2,-122.91836,2
1339524090,06/12/2012 18:01:30,2,docr,4.07,0,13.719,0,32.152,0,6.038,0,62.42,2,1499.266,0,24.0452,0,35.152701,2,-122.91836,2
1339524105,06/12/2012 18:01:45,2,docr,9.93,2,13.37,2,33.132,2,5.734,0,82.13,2,1499.366,2,24.8732,2,35.152701,2,-122.91836,2
1339524120,06/12/2012 18:02:00,2,docr,13.1,2,13.363,2,33.111,2,4.167,2,82,2,1499.371,2,24.8585,2,35.15768366,2,-122.9293856,2
1339524135,06/12/2012 18:02:15,2,docr,15.88,2,13.354,2,33.121,2,4.439,2,82.27,2,1499.399,2,24.8681,2,35.16018973,2,-122.93489526,2
1339524150,06/12/2012 18:02:30,2,docr,16.08,2,13.356,2,33.131,2,4.539,2,82.33,2,1499.421,2,24.8754,2,35.160166,2,-122.935004,2
1339524165,06/12/2012 18:02:45,2,docr,16.78,2,13.36,2,33.132,2,4.554,2,82.25,2,1499.447,2,24.8754,2,35.16007626,2,-122.93487073,2
1339524180,06/12/2012 18:03:00,2,docr,19.16,2,13.358,2,33.132,2,4.605,2,82.32,2,1499.48,2,24.8759,2,35.1600394,2,-122.934824,2
1339524195,06/12/2012 18:03:15,2,docr,22.43,2,13.353,2,33.115,2,4.712,2,82.3,2,1499.498,2,24.8639,2,35.16002406,2,-122.93478453,2
1339524210,06/12/2012 18:03:30,2,docr,25.71,2,13.348,2,33.128,2,4.776,2,82.3,2,1499.551,2,24.875,2,35.16006013,2,-122.9347346,2
1339524225,06/12/2012 18:03:45,2,docr,28.89,2,13.356,2,33.133,2,4.806,2,82.35,2,1499.636,2,24.8774,2,35.1600682,2,-122.93469886,2
1339524240,06/12/2012 18:04:00,2,docr,30.18,2,13.359,2,33.134,2,4.834,2,82.31,2,1499.669,2,24.8776,2,35.16000233,2,-122.93464773,2
1339524255,06/12/2012 18:04:15,2,docr,31.96,2,13.362,2,33.133,2,4.839,2,82.3,2,1499.707,2,24.8762,2,35.15997506,2,-122.93460673,2
1339524270,06/12/2012 18:04:30,2,docr,35.24,2,13.36,2,33.133,2,4.843,2,82.38,2,1499.755,2,24.8767,2,35.15996466,2,-122.9345758,2
1339524285,06/12/2012 18:04:45,2,docr,39.51,2,13.359,2,33.134,2,4.846,2,82.42,2,1499.824,2,24.8778,2,35.15978893,2,-122.9345658,2
1339524300,06/12/2012 18:05:00,2,docr,36.43,2,13.359,2,33.133,2,4.86,2,82.37,2,1499.772,2,24.877,2,35.1597618,2,-122.9346226,2
1339524315,06/12/2012 18:05:15,2,docr,38.71,2,13.357,2,33.134,2,4.862,2,82.43,2,1499.804,2,24.8782,2,35.159733,2,-122.934656,2
1339524330,06/12/2012 18:05:30,2,docr,42.09,2,13.359,2,33.135,2,4.863,2,82.45,2,1499.868,2,24.8787,2,35.1598728,2,-122.93441333,2
1339524345,06/12/2012 18:05:45,2,docr,44.67,2,13.36,2,33.136,2,4.863,2,82.56,2,1499.916,2,24.8793,2,35.15982466,2,-122.93433213,2
