usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1306180365,05/23/2011 19:52:45,2,docr,2.68,0,14.236,0,32.534,0,5.462,0,29,0,1501.382,0,24.234,0,36.691766,2,-122.166871,2
1306180380,05/23/2011 19:53:00,2,docr,2.68,0,14.32,0,32.855,0,5.34,0,16.56,0,1502.029,0,24.4642,0,36.691766,2,-122.166871,2
1306180395,05/23/2011 19:53:15,2,docr,2.68,0,13.95,0,32.355,0,5.394,0,30.8,0,1500.24,0,24.1549,0,36.691766,2,-122.166871,2
1306180410,05/23/2011 19:53:30,2,docr,2.78,0,13.659,0,32.377,0,5.41,0,12.87,0,1499.312,0,24.2311,0,36.691766,2,-122.166871,2
1306180425,05/23/2011 19:53:45,2,docr,4.96,0,13.565,0,33.253,0,5.57,0,65.7,0,1500.07,0,24.9273,0,36.691766,2,-122.166871,2
1306180440,05/23/2011 19:54:00,2,docr,12.61,2,13.557,2,33.314,2,5.659,2,84.3,2,1500.243,2,24.9763,2,36.691766,2,-122.166871,2
1306180455,05/23/2011 19:54:15,2,docr,16.08,2,13.56,2,33.314,2,5.673,2,84.83,2,1500.311,2,24.9758,2,36.28331773,2,-122.394707,2
1306180470,05/23/2011 19:54:30,2,docr,17.37,2,13.554,2,33.307,2,5.691,2,83.73,2,1500.304,2,24.9716,2,35.160085,2,-123.021256,2
1306180485,05/23/2011 19:54:45,2,docr,18.17,2,13.551,2,33.307,2,5.72,2,82.84,2,1500.307,2,24.9723,2,35.1601796,2,-123.02147966,2
1306180500,05/23/2011 19:55:00,2,docr,18.36,2,13.542,2,33.314,2,5.705,2,84.98,2,1500.289,2,24.9795,2,35.1602102,2,-123.0215474,2
1306180515,05/23/2011 19:55:15,2,docr,21.94,2,13.537,2,33.315,2,5.697,2,84.74,2,1500.333,2,24.9814,2,35.16020433,2,-123.02147433,2
1306180530,05/23/2011 19:55:30,2,docr,21.74,2,13.531,2,33.315,2,5.693,2,84.84,2,1500.31,2,24.9826,2,35.16023433,2,-123.02149833,2
1306180545,05/23/2011 19:55:45,2,docr,21.54,2,13.527,2,33.315,2,5.692,2,85.02,2,1500.294,2,24.9834,2,35.1602522,2,-123.02151646,2
1306180560,05/23/2011 19:56:00,2,docr,21.74,2,13.526,2,33.315,2,5.687,2,85.04,2,1500.294,2,24.9836,2,35.16027646,2,-123.0215546,2
1306180575,05/23/2011 19:56:15,2,docr,23.62,2,13.511,2,33.315,2,5.693,2,85.05,2,1500.276,2,24.9867,2,35.16026966,2,-123.0215738,2
1306180590,05/23/2011 19:56:30,2,docr,29.18,2,13.502,2,33.316,2,5.696,2,85.04,2,1500.34,2,24.9895,2,35.1602618,2,-123.02159186,2
1306180605,05/23/2011 19:56:45,2,docr,31.27,2,13.499,2,33.315,2,5.7,2,85.04,2,1500.363,2,24.9894,2,35.1602534,2,-123.02160213,2
1306180620,05/23/2011 19:57:00,2,docr,32.16,2,13.482,2,33.314,2,5.695,2,85.06,2,1500.321,2,24.9921,2,35.16025953,2,-123.02162493,2
1306180635,05/23/2011 19:57:15,2,docr,34.25,2,13.478,2,33.315,2,5.692,2,85.05,2,1500.344,2,24.9937,2,35.160269,2,-123.021642,2
1306180650,05/23/2011 19:57:30,2,docr,35.93,2,13.472,2,33.315,2,5.691,2,85.08,2,1500.352,2,24.995,2,35.160314,2,-123.021666,2
1306180665,05/23/2011 19:57:45,2,docr,37.02,2,13.469,2,33.314,2,5.687,2,85.14,2,1500.359,2,24.9948,2,35.160318,2,-123.0216652,2
1306180680,05/23/2011 19:58:00,2,docr,40.1,2,13.464,2,33.315,2,5.683,2,85.2,2,1500.395,2,24.9967,2,35.160318,2,-123.021662,2
1306180695,05/23/2011 19:58:15,2,docr,41.29,2,13.458,2,33.315,2,5.681,2,85.28,2,1500.395,2,24.9979,2,35.16030013,2,-123.02164253,2
1306180710,05/23/2011 19:58:30,2,docr,48.44,2,13.32,2,33.293,2,5.661,2,85.65,2,1500.031,2,25.0089,2,35.16029873,2,-123.02163773,2
1306180725,05/23/2011 19:58:45,2,docr,52.8,0,12.536,0,33.237,0,5.444,0,86,2,1497.412,0,25.1199,0,35.160299,2,-123.021632,2
1306180740,05/23/2011 19:59:00,2,docr,54.89,0,11.778,0,33.231,0,5.115,0,86.72,2,1494.85,0,25.2586,0,35.1602804,2,-123.02163613,2
1306180755,05/23/2011 19:59:15,2,docr,58.66,0,11.11,0,33.224,0,4.852,0,87.37,2,1492.581,0,25.3748,0,35.16027286,2,-123.0216342,2
1306180770,05/23/2011 19:59:30,2,docr,62.83,0,10.858,0,33.248,0,4.638,0,87.86,2,1491.792,0,25.4383,0,35.160265,2,-123.021625,2
1306180785,05/23/2011 19:59:45,2,docr,68.09,0,10.341,0,33.292,0,4.392,0,88.26,2,1490.096,0,25.5624,0,35.16025966,2,-123.02162633,2
1306180800,05/23/2011 20:00:00,2,docr,74.24,2,10.072,2,33.421,2,3.987,2,88.46,2,1489.39,2,25.7088,2,35.16025666,2,-123.02161953,2
1306180815,05/23/2011 20:00:15,2,docr,79.6,2,9.984,2,33.53,2,3.602,2,88.57,2,1489.295,2,25.8088,2,35.160249,2,-123.021616,2
1306180830,05/23/2011 20:00:30,2,docr,84.96,2,9.809,2,33.613,2,3.296,2,88.66,2,1488.852,2,25.9029,2,35.1602328,2,-123.02160446,2
1306180845,05/23/2011 20:00:45,2,docr,91.8,2,9.611,2,33.693,2,3.077,2,88.82,2,1488.345,2,25.9982,2,35.1602226,2,-123.0215984,2
1306180860,05/23/2011 20:01:00,2,docr,97.06,2,9.529,2,33.737,2,2.915,2,88.87,2,1488.187,2,26.0462,2,35.16019873,2,-123.02160813,2
