usec,year,day,time,pres,temp,cond,o2curr,o2temp,o2delta,transvolt,lat,lon,depth,salin,theta,oxyg,light,beac,sound,sigmat,sigmatheta
001181520000,2007,162,00:00:00,3450.8, 1.574,3.13885,1.3765, 0.00,,4.4920,35.165466,-123.015354,3398.0,34.459, 1.312, 2.56, 91.2,0.368,1513.3,27.571,27.590
001181520015,2007,162,00:00:15,3445.7, 1.574,3.13870,1.3764, 0.00,,4.4921,35.165466,-123.015357,3393.1,34.459, 1.313, 2.56, 91.2,0.368,1513.2,27.571,27.590
001181520030,2007,162,00:00:30,3439.2, 1.575,3.13856,1.3763, 0.00,,4.4920,35.165466,-123.015360,3386.8,34.459, 1.315, 2.55, 91.2,0.368,1513.1,27.571,27.589
001181520045,2007,162,00:00:45,3432.7, 1.576,3.13847,1.3760, 0.00,,4.4918,35.165466,-123.015357,3380.4,34.460, 1.316, 2.55, 91.2,0.368,1513.0,27.571,27.590
001181520060,2007,162,00:01:00,3426.2, 1.578,3.13828,1.3760, 0.00,,4.4913,35.165466,-123.015363,3374.1,34.459, 1.318, 2.55, 91.2,0.369,1512.9,27.571,27.589
001181520075,2007,162,00:01:15,3419.8, 1.579,3.13809,1.3760, 0.00,,4.4914,35.165466,-123.015366,3367.8,34.458, 1.320, 2.54, 91.2,0.369,1512.8,27.570,27.588
001181520090,2007,162,00:01:30,3413.5, 1.579,3.13795,1.3762, 0.00,,4.4917,35.165466,-123.015366,3361.6,34.459, 1.321, 2.54, 91.2,0.368,1512.7,27.570,27.589
001181520105,2007,162,00:01:45,3407.0, 1.581,3.13782,1.3760, 0.00,,4.4915,35.165466,-123.015360,3355.3,34.459, 1.323, 2.54, 91.2,0.369,1512.6,27.570,27.588
001181520120,2007,162,00:02:00,3400.5, 1.583,3.13767,1.3758, 0.00,,4.4905,35.165466,-123.015361,3348.9,34.458, 1.326, 2.54, 91.2,0.370,1512.5,27.569,27.587
001181520135,2007,162,00:02:15,3393.9, 1.584,3.13753,1.3756, 0.00,,4.4900,35.165466,-123.015352,3342.5,34.457, 1.328, 2.53, 91.2,0.370,1512.4,27.569,27.587
001181520150,2007,162,00:02:30,3387.4, 1.585,3.13742,1.3756, 0.00,,4.4920,35.165467,-123.015347,3336.1,34.458, 1.329, 2.53, 91.2,0.368,1512.3,27.569,27.588
001181520165,2007,162,00:02:45,3380.7, 1.585,3.13723,1.3757, 0.00,,4.4921,35.165466,-123.015349,3329.6,34.459, 1.330, 2.53, 91.2,0.368,1512.1,27.569,27.588
001181520180,2007,162,00:03:00,3374.5, 1.585,3.13711,1.3756, 0.00,,4.4912,35.165466,-123.015341,3323.5,34.459, 1.331, 2.53, 91.2,0.369,1512.0,27.570,27.588
001181520195,2007,162,00:03:15,3368.4, 1.586,3.13692,1.3755, 0.00,,4.4915,35.165466,-123.015345,3317.5,34.459, 1.333, 2.53, 91.2,0.369,1511.9,27.570,27.588
001181520210,2007,162,00:03:30,3361.9, 1.588,3.13676,1.3757, 0.00,,4.4913,35.165466,-123.015345,3311.2,34.458, 1.334, 2.52, 91.2,0.369,1511.8,27.569,27.587
001181520225,2007,162,00:03:45,3355.3, 1.589,3.13662,1.3759, 0.00,,4.4919,35.165466,-123.015341,3304.8,34.458, 1.337, 2.52, 91.2,0.368,1511.7,27.569,27.587
001181520240,2007,162,00:04:00,3348.7, 1.591,3.13646,1.3757, 0.00,,4.4924,35.165466,-123.015343,3298.3,34.457, 1.339, 2.52, 91.2,0.368,1511.6,27.568,27.586
001181520255,2007,162,00:04:15,3342.0, 1.592,3.13636,1.3757, 0.00,,4.4921,35.165466,-123.015346,3291.8,34.458, 1.341, 2.52, 91.2,0.368,1511.5,27.568,27.587
001181520270,2007,162,00:04:30,3335.8, 1.594,3.13628,1.3752, 0.00,,4.4925,35.165466,-123.015348,3285.7,34.457, 1.343, 2.51, 91.2,0.368,1511.4,27.568,27.586
001181520285,2007,162,00:04:45,3329.4, 1.596,3.13607,1.3748, 0.00,,4.4914,35.165466,-123.015349,3279.5,34.456, 1.346, 2.51, 91.2,0.369,1511.3,27.567,27.585
001181520300,2007,162,00:05:00,3322.8, 1.598,3.13605,1.3746, 0.00,,4.4920,35.165466,-123.015344,3273.0,34.457, 1.348, 2.51, 91.2,0.368,1511.2,27.567,27.585
001181520315,2007,162,00:05:15,3316.1, 1.599,3.13595,1.3741, 0.00,,4.4921,35.165466,-123.015343,3266.5,34.457, 1.350, 2.50, 91.2,0.368,1511.1,27.567,27.585
001181520330,2007,162,00:05:30,3309.5, 1.600,3.13575,1.3740, 0.00,,4.4919,35.165466,-123.015349,3260.0,34.456, 1.352, 2.50, 91.2,0.368,1511.0,27.566,27.584
001181520345,2007,162,00:05:45,3302.9, 1.602,3.13560,1.3737, 0.00,,4.4928,35.165466,-123.015349,3253.5,34.455, 1.354, 2.50, 91.2,0.368,1510.9,27.566,27.583
001181520360,2007,162,00:06:00,3296.0, 1.604,3.13557,1.3735, 0.00,,4.4911,35.165466,-123.015347,3246.8,34.456, 1.357, 2.49, 91.2,0.369,1510.8,27.566,27.584
001181520375,2007,162,00:06:15,3289.5, 1.604,3.13539,1.3734, 0.00,,4.4925,35.165466,-123.015342,3240.5,34.456, 1.358, 2.49, 91.2,0.368,1510.7,27.566,27.584
001181520390,2007,162,00:06:30,3283.1, 1.607,3.13531,1.3732, 0.00,,4.4931,35.165466,-123.015338,3234.2,34.456, 1.361, 2.49, 91.2,0.367,1510.6,27.566,27.583
001181520405,2007,162,00:06:45,3276.3, 1.609,3.13524,1.3724, 0.00,,4.4928,35.165466,-123.015341,3227.6,34.455, 1.364, 2.48, 91.2,0.367,1510.5,27.565,27.582
001181520420,2007,162,00:07:00,3269.7, 1.610,3.13514,1.3725, 0.00,,4.4934,35.165466,-123.015348,3221.1,34.456, 1.366, 2.48, 91.2,0.367,1510.4,27.565,27.583
001181520435,2007,162,00:07:15,3263.0, 1.612,3.13500,1.3724, 0.00,,4.4932,35.165466,-123.015342,3214.5,34.455, 1.368, 2.48, 91.2,0.367,1510.2,27.565,27.582
001181520450,2007,162,00:07:30,3256.4, 1.614,3.13489,1.3716, 0.00,,4.4935,35.165467,-123.015345,3208.1,34.454, 1.371, 2.47, 91.2,0.367,1510.1,27.564,27.582
001181520465,2007,162,00:07:45,3249.8, 1.616,3.13478,1.3713, 0.00,,4.4932,35.165466,-123.015346,3201.6,34.454, 1.373, 2.47, 91.2,0.367,1510.0,27.564,27.581
001181520480,2007,162,00:08:00,3243.4, 1.618,3.13473,1.3706, 0.00,,4.4934,35.165466,-123.015341,3195.3,34.454, 1.376, 2.46, 91.2,0.367,1509.9,27.564,27.581
001181520495,2007,162,00:08:15,3237.0, 1.620,3.13460,1.3702, 0.00,,4.4932,35.165466,-123.015348,3189.1,34.453, 1.378, 2.46, 91.2,0.367,1509.8,27.563,27.580
001181520510,2007,162,00:08:30,3230.4, 1.623,3.13446,1.3699, 0.00,,4.4935,35.165466,-123.015342,3182.7,34.451, 1.382, 2.46, 91.2,0.367,1509.7,27.561,27.578
001181520525,2007,162,00:08:45,3223.9, 1.625,3.13449,1.3693, 0.00,,4.4933,35.171351,-123.015830,3176.3,34.453, 1.385, 2.45, 91.2,0.367,1509.6,27.562,27.579
001181520540,2007,162,00:09:00,3217.5, 1.627,3.13442,1.3688, 0.00,,4.4937,35.180176,-123.016456,3170.0,34.453, 1.387, 2.45, 91.2,0.367,1509.5,27.562,27.579
001181520555,2007,162,00:09:15,3210.9, 1.627,3.13428,1.3687, 0.00,,4.4938,35.180226,-123.016490,3163.6,34.453, 1.388, 2.45, 91.2,0.367,1509.4,27.562,27.579
001181520570,2007,162,00:09:30,3204.6, 1.628,3.13420,1.3679, 0.00,,4.4933,35.180239,-123.016580,3157.4,34.455, 1.389, 2.44, 91.2,0.367,1509.3,27.563,27.581
001181520585,2007,162,00:09:45,3198.4, 1.629,3.13408,1.3678, 0.00,,4.4936,35.180207,-123.016575,3151.4,34.455, 1.391, 2.44, 91.2,0.367,1509.2,27.563,27.581
001181520600,2007,162,00:10:00,3191.9, 1.631,3.13382,1.3678, 0.00,,4.4932,35.180207,-123.016578,3145.0,34.453, 1.393, 2.44, 91.2,0.367,1509.1,27.562,27.579
001181520615,2007,162,00:10:15,3185.2, 1.633,3.13377,1.3672, 0.00,,4.4943,35.180206,-123.016578,3138.5,34.453, 1.396, 2.43, 91.3,0.366,1509.0,27.562,27.579
001181520630,2007,162,00:10:30,3178.8, 1.634,3.13378,1.3662, 0.00,,4.4949,35.180208,-123.016569,3132.2,34.454, 1.398, 2.43, 91.3,0.366,1508.9,27.562,27.580
001181520645,2007,162,00:10:45,3172.3, 1.635,3.13359,1.3659, 0.00,,4.4949,35.180206,-123.016569,3125.8,34.454, 1.400, 2.42, 91.3,0.366,1508.8,27.562,27.579
001181520660,2007,162,00:11:00,3165.8, 1.637,3.13348,1.3658, 0.00,,4.4952,35.180257,-123.016721,3119.4,34.454, 1.402, 2.42, 91.3,0.365,1508.7,27.562,27.579
001181520675,2007,162,00:11:15,3159.5, 1.638,3.13335,1.3650, 0.00,,4.4952,35.180268,-123.016760,3113.3,34.454, 1.404, 2.42, 91.3,0.365,1508.6,27.562,27.579
001181520690,2007,162,00:11:30,3153.2, 1.638,3.13322,1.3643, 0.00,,4.4952,35.180269,-123.016755,3107.1,34.455, 1.404, 2.41, 91.3,0.365,1508.5,27.563,27.580
001181520705,2007,162,00:11:45,3146.7, 1.637,3.13292,1.3640, 0.00,,4.4963,35.180269,-123.016752,3100.8,34.455, 1.404, 2.41, 91.3,0.364,1508.4,27.563,27.580
001181520720,2007,162,00:12:00,3140.1, 1.638,3.13264,1.3624, 0.00,,4.4965,35.180268,-123.016759,3094.3,34.454, 1.406, 2.40, 91.3,0.364,1508.3,27.562,27.578
001181520735,2007,162,00:12:15,3133.6, 1.641,3.13256,1.3619, 0.00,,4.4963,35.180269,-123.016752,3088.0,34.453, 1.409, 2.40, 91.3,0.364,1508.2,27.561,27.578
001181520750,2007,162,00:12:30,3127.0, 1.642,3.13242,1.3617, 0.00,,4.4963,35.180269,-123.016745,3081.6,34.452, 1.411, 2.39, 91.3,0.364,1508.0,27.560,27.577
001181520765,2007,162,00:12:45,3120.6, 1.643,3.13228,1.3616, 0.00,,4.4963,35.180267,-123.016760,3075.2,34.453, 1.413, 2.39, 91.3,0.364,1507.9,27.560,27.577
001181520780,2007,162,00:13:00,3114.4, 1.643,3.13213,1.3610, 0.00,,4.4964,35.180267,-123.016761,3069.2,34.453, 1.413, 2.39, 91.3,0.364,1507.8,27.561,27.578
001181520795,2007,162,00:13:15,3108.3, 1.644,3.13196,1.3613, 0.00,,4.4962,35.180267,-123.016767,3063.3,34.453, 1.415, 2.39, 91.3,0.364,1507.7,27.561,27.577
001181520810,2007,162,00:13:30,3102.3, 1.646,3.13184,1.3609, 0.00,,4.4964,35.180268,-123.016752,3057.4,34.453, 1.417, 2.38, 91.3,0.364,1507.6,27.560,27.577
001181520825,2007,162,00:13:45,3096.2, 1.646,3.13164,1.3603, 0.00,,4.4966,35.180268,-123.016761,3051.4,34.453, 1.418, 2.38, 91.3,0.364,1507.5,27.560,27.577
001181520840,2007,162,00:14:00,3090.0, 1.647,3.13149,1.3602, 0.00,,4.4967,35.180267,-123.016764,3045.3,34.453, 1.419, 2.38, 91.3,0.364,1507.4,27.561,27.577
001181520855,2007,162,00:14:15,3083.7, 1.647,3.13126,1.3593, 0.00,,4.4975,35.180268,-123.016767,3039.2,34.453, 1.420, 2.37, 91.3,0.363,1507.3,27.561,27.577
001181520870,2007,162,00:14:30,3077.7, 1.649,3.13106,1.3586, 0.00,,4.4973,35.180272,-123.016737,3033.3,34.451, 1.423, 2.37, 91.3,0.363,1507.2,27.559,27.575
001181520885,2007,162,00:14:45,3071.8, 1.651,3.13098,1.3578, 0.00,,4.4968,35.180272,-123.016737,3027.5,34.451, 1.425, 2.36, 91.3,0.364,1507.1,27.558,27.575
001181520900,2007,162,00:15:00,3065.8, 1.655,3.13108,1.3571, 0.00,,4.4966,35.180273,-123.016730,3021.6,34.450, 1.430, 2.36, 91.3,0.364,1507.1,27.557,27.574
001181520915,2007,162,00:15:15,3059.8, 1.659,3.13105,1.3572, 0.00,,4.4960,35.180275,-123.016707,3015.7,34.448, 1.434, 2.36, 91.3,0.365,1507.0,27.556,27.572
001181520930,2007,162,00:15:30,3053.5, 1.661,3.13101,1.3582, 0.00,,4.4958,35.180304,-123.016370,3009.6,34.449, 1.437, 2.36, 91.3,0.365,1506.9,27.556,27.572
001181520945,2007,162,00:15:45,3047.4, 1.663,3.13103,1.3577, 0.00,,4.4961,35.180303,-123.016371,3003.7,34.450, 1.439, 2.35, 91.3,0.365,1506.8,27.557,27.573
001181520960,2007,162,00:16:00,3041.4, 1.663,3.13095,1.3571, 0.00,,4.4960,35.180300,-123.016373,2997.7,34.451, 1.440, 2.35, 91.3,0.365,1506.7,27.558,27.574
001181520975,2007,162,00:16:15,3035.7, 1.664,3.13087,1.3564, 0.00,,4.4958,35.180264,-123.016404,2992.1,34.452, 1.442, 2.35, 91.3,0.365,1506.6,27.558,27.574
001181520990,2007,162,00:16:30,3030.5, 1.666,3.13080,1.3562, 0.00,,4.4960,35.180243,-123.016427,2987.1,34.452, 1.443, 2.34, 91.3,0.365,1506.5,27.558,27.574
001181521005,2007,162,00:16:45,3025.0, 1.665,3.13063,1.3567, 0.00,,4.4958,35.180238,-123.016453,2981.7,34.453, 1.443, 2.34, 91.3,0.365,1506.4,27.559,27.575
001181521020,2007,162,00:17:00,3019.0, 1.665,3.13039,1.3573, 0.00,,4.4959,35.180309,-123.016484,2975.9,34.453, 1.443, 2.34, 91.3,0.365,1506.3,27.559,27.575
