usec,year,day,time,pres,temp,cond,o2curr,o2temp,o2delta,transvolt,lat,lon,depth,salin,theta,oxyg,light,beac,sound,sigmat,sigmatheta
001190160000,2007,262,00:00:00,3059.8, 1.652,3.13295,0.9782, 0.00,,4.3464,35.164963,-123.015421,3015.8,34.479, 1.427, 2.49, 88.2,0.502,1507.0,27.581,27.597
001190160015,2007,262,00:00:15,3056.5, 1.653,3.13287,0.9777, 0.00,,4.3473,35.164965,-123.015363,3012.6,34.479, 1.428, 2.48, 88.2,0.501,1506.9,27.581,27.597
001190160030,2007,262,00:00:30,3051.8, 1.654,3.13286,0.9773, 0.00,,4.3465,35.164948,-123.015427,3007.9,34.479, 1.430, 2.48, 88.2,0.502,1506.8,27.581,27.597
001190160045,2007,262,00:00:45,3047.1, 1.655,3.13273,0.9776, 0.00,,4.3464,35.164950,-123.015425,3003.3,34.479, 1.432, 2.48, 88.2,0.502,1506.8,27.580,27.597
001190160060,2007,262,00:01:00,3041.6, 1.657,3.13266,0.9780, 0.00,,4.3463,35.165092,-123.015579,2998.0,34.479, 1.433, 2.48, 88.2,0.502,1506.7,27.581,27.597
001190160075,2007,262,00:01:15,3035.2, 1.659,3.13249,0.9785, 0.00,,4.3458,35.165193,-123.015659,2991.7,34.478, 1.436, 2.48, 88.2,0.502,1506.6,27.579,27.596
001190160090,2007,262,00:01:30,3028.1, 1.660,3.13243,0.9792, 0.00,,4.3461,35.165218,-123.015718,2984.7,34.478, 1.438, 2.48, 88.2,0.502,1506.5,27.580,27.596
001190160105,2007,262,00:01:45,3020.9, 1.662,3.13228,0.9795, 0.00,,4.3459,35.165222,-123.015729,2977.7,34.479, 1.440, 2.48, 88.2,0.502,1506.4,27.580,27.596
001190160120,2007,262,00:02:00,3013.6, 1.663,3.13216,0.9797, 0.00,,4.3458,35.165095,-123.015536,2970.5,34.479, 1.442, 2.48, 88.2,0.502,1506.2,27.580,27.596
001190160135,2007,262,00:02:15,3006.1, 1.665,3.13199,0.9790, 0.00,,4.3460,35.164926,-123.015379,2963.2,34.478, 1.445, 2.47, 88.2,0.502,1506.1,27.579,27.595
001190160150,2007,262,00:02:30,2998.8, 1.667,3.13187,0.9787, 0.00,,4.3456,35.164949,-123.015420,2956.1,34.478, 1.447, 2.47, 88.2,0.503,1506.0,27.579,27.595
001190160165,2007,262,00:02:45,2992.1, 1.671,3.13186,0.9787, 0.00,,4.3458,35.164948,-123.015421,2949.5,34.476, 1.452, 2.47, 88.2,0.502,1505.9,27.577,27.593
001190160180,2007,262,00:03:00,2985.2, 1.674,3.13184,0.9774, 0.00,,4.3458,35.164948,-123.015427,2942.8,34.477, 1.455, 2.46, 88.2,0.502,1505.8,27.577,27.593
001190160195,2007,262,00:03:15,2978.3, 1.676,3.13187,0.9763, 0.00,,4.3457,35.164948,-123.015412,2936.0,34.477, 1.459, 2.45, 88.2,0.502,1505.7,27.578,27.594
001190160210,2007,262,00:03:30,2971.3, 1.678,3.13169,0.9760, 0.00,,4.3457,35.164899,-123.015494,2929.1,34.477, 1.461, 2.45, 88.2,0.502,1505.6,27.577,27.593
001190160225,2007,262,00:03:45,2965.1, 1.679,3.13158,0.9758, 0.00,,4.3457,35.164834,-123.015633,2923.0,34.477, 1.462, 2.44, 88.2,0.502,1505.5,27.577,27.593
001190160240,2007,262,00:04:00,2959.9, 1.679,3.13139,0.9760, 0.00,,4.3461,35.164826,-123.015630,2918.0,34.477, 1.463, 2.44, 88.2,0.502,1505.4,27.578,27.593
001190160255,2007,262,00:04:15,2954.4, 1.679,3.13114,0.9758, 0.00,,4.3459,35.164798,-123.015600,2912.6,34.477, 1.463, 2.44, 88.2,0.502,1505.3,27.577,27.593
