usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1321895970,11/21/2011 17:19:30,2,docr,3.38,0,14.34,0,32.789,0,5.635,0,45.25,0,1502.029,0,24.4091,0,35.160737,2,-122.962077,2
1321895985,11/21/2011 17:19:45,2,docr,3.18,0,14.562,0,31.58,0,5.523,0,38.22,0,1501.33,0,23.4303,0,35.160737,2,-122.962077,2
1321896000,11/21/2011 17:20:00,2,docr,3.28,0,14.555,0,30.383,0,,0,25.69,0,1499.913,0,22.5095,0,35.160737,2,-122.962077,2
1321896015,11/21/2011 17:20:15,2,docr,3.18,0,14.383,0,32.535,0,5.398,0,47.46,0,1501.867,0,24.2041,0,35.160737,2,-122.962077,2
1321896030,11/21/2011 17:20:30,2,docr,4.37,0,14.27,0,32.722,0,5.239,0,46.19,2,1501.74,0,24.372,0,35.160737,2,-122.962077,2
1321896045,11/21/2011 17:20:45,2,docr,10.82,2,14.261,2,32.988,2,5.015,0,82.88,2,1502.13,2,24.5794,2,35.160737,2,-122.962077,2
1321896060,11/21/2011 17:21:00,2,docr,14.2,2,14.257,2,32.992,2,5.135,2,83.32,2,1502.178,2,24.5834,2,35.160737,2,-122.962077,2
1321896075,11/21/2011 17:21:15,2,docr,14.69,2,14.258,2,32.993,2,5.158,2,83.28,2,1502.19,2,24.584,2,35.160737,2,-122.962077,2
1321896090,11/21/2011 17:21:30,2,docr,18.46,2,14.26,2,32.996,2,5.174,2,83.35,2,1502.263,2,24.586,2,35.160737,2,-122.962077,2
1321896105,11/21/2011 17:21:45,2,docr,19.46,2,14.259,2,33,2,5.182,2,83.43,2,1502.281,2,24.5893,2,35.160737,2,-122.962077,2
1321896120,11/21/2011 17:22:00,2,docr,22.24,2,14.255,2,33.002,2,5.196,2,83.41,2,1502.317,2,24.5918,2,35.160737,2,-122.962077,2
1321896135,11/21/2011 17:22:15,2,docr,24.42,2,14.247,2,33.005,2,5.211,2,83.33,2,1502.331,2,24.5958,2,35.160737,2,-122.962077,2
1321896150,11/21/2011 17:22:30,2,docr,26.5,2,14.24,2,33.008,2,5.26,2,83.5,2,1502.346,2,24.5997,2,35.160737,2,-122.962077,2
1321896165,11/21/2011 17:22:45,2,docr,29.08,2,14.193,2,33.003,2,5.307,2,83.49,2,1502.231,2,24.6057,2,35.160737,2,-122.962077,2
1321896180,11/21/2011 17:23:00,2,docr,30.57,2,14.128,2,33.003,2,5.401,2,83.47,2,1502.045,2,24.6193,2,35.160737,2,-122.962077,2
1321896195,11/21/2011 17:23:15,2,docr,32.56,2,14.113,2,33.003,2,5.413,2,83.45,2,1502.029,2,24.6224,2,35.160737,2,-122.962077,2
1321896210,11/21/2011 17:23:30,2,docr,35.83,2,14.076,2,33.011,2,5.502,2,83.54,2,1501.973,2,24.6364,2,35.160737,2,-122.962077,2
1321896225,11/21/2011 17:23:45,2,docr,35.83,2,14.07,2,33.013,2,5.562,2,83.53,2,1501.956,2,24.6392,2,35.1298148,2,-123.02078366,2
1321896240,11/21/2011 17:24:00,2,docr,38.61,2,14.049,2,33.023,2,5.584,2,83.7,2,1501.945,2,24.6513,2,35.094448,2,-123.087872,2
1321896255,11/21/2011 17:24:15,2,docr,38.91,2,14.04,2,33.03,2,5.632,2,83.88,2,1501.929,2,24.6586,2,35.0944562,2,-123.0878766,2
1321896270,11/21/2011 17:24:30,2,docr,40.89,2,14.026,2,33.031,2,5.64,2,83.88,2,1501.918,2,24.6623,2,35.09444326,2,-123.08787353,2
1321896285,11/21/2011 17:24:45,2,docr,46.55,2,14.009,2,33.03,2,5.735,2,83.97,2,1501.955,2,24.6652,2,35.094422,2,-123.087864,2
1321896300,11/21/2011 17:25:00,2,docr,49.63,2,13.905,2,33.023,2,5.793,2,84.52,2,1501.659,2,24.6814,2,35.09439973,2,-123.0878446,2
1321896315,11/21/2011 17:25:15,2,docr,52.41,2,13.614,2,33.011,2,5.769,2,85.44,2,1500.736,2,24.7316,2,35.09438306,2,-123.08782886,2
1321896330,11/21/2011 17:25:30,2,docr,55.19,0,12.801,0,33.056,0,5.632,0,86.02,2,1498.13,0,24.9283,0,35.094368,2,-123.087809,2
1321896345,11/21/2011 17:25:45,2,docr,58.36,0,12.468,0,33.062,0,5.601,0,86.27,2,1497.066,0,24.9974,0,35.094359,2,-123.08778926,2
1321896360,11/21/2011 17:26:00,2,docr,61.74,0,11.948,0,33.035,0,5.587,0,86.41,2,1495.314,0,25.075,0,35.09435866,2,-123.08777946,2
1321896375,11/21/2011 17:26:15,2,docr,65.51,2,11.768,2,33.033,2,5.567,2,86.5,2,1494.755,2,25.1069,2,35.094363,2,-123.087762,2
1321896390,11/21/2011 17:26:30,2,docr,69.87,2,11.486,2,33.061,2,5.463,2,86.67,2,1493.884,2,25.1805,2,35.09436846,2,-123.08776733,2
1321896405,11/21/2011 17:26:45,2,docr,74.54,2,11.196,2,33.14,2,5.18,2,86.79,2,1493.045,2,25.2944,2,35.09436813,2,-123.0877724,2
1321896420,11/21/2011 17:27:00,2,docr,79.2,2,10.832,2,33.186,2,4.971,2,87.01,2,1491.897,2,25.395,2,35.0943648,2,-123.08780826,2
1321896435,11/21/2011 17:27:15,2,docr,83.67,2,10.492,2,33.237,2,4.884,2,87,2,1490.827,2,25.4939,2,35.0943726,2,-123.08781353,2
1321896450,11/21/2011 17:27:30,2,docr,88.63,2,10.408,2,33.308,2,4.619,2,87.04,2,1490.696,2,25.5638,2,35.094376,2,-123.08782526,2
1321896465,11/21/2011 17:27:45,2,docr,92.2,0,9.904,0,33.326,0,4.492,0,87.19,2,1488.966,0,25.6631,0,35.09438393,2,-123.08785106,2
1321896480,11/21/2011 17:28:00,2,docr,91.31,2,9.793,2,33.349,2,4.475,2,87.19,2,1488.578,2,25.6995,2,35.094384,2,-123.08786826,2
1321896495,11/21/2011 17:28:15,2,docr,91.41,2,9.716,2,33.359,2,4.447,2,87.21,2,1488.312,2,25.72,2,35.0943862,2,-123.08788206,2
1321896510,11/21/2011 17:28:30,2,docr,91.31,2,9.69,2,33.361,2,4.436,2,87.23,2,1488.219,2,25.7258,2,35.0943842,2,-123.0879146,2
1321896525,11/21/2011 17:28:45,2,docr,91.41,2,9.605,2,33.377,2,4.398,2,87.21,2,1487.931,2,25.7523,2,35.0943866,2,-123.08793206,2
1321896540,11/21/2011 17:29:00,2,docr,91.31,2,9.569,2,33.385,2,4.353,2,87.25,2,1487.808,2,25.7644,2,35.094385,2,-123.087949,2
1321896555,11/21/2011 17:29:15,2,docr,91.51,2,9.544,2,33.401,2,4.303,2,87.25,2,1487.739,2,25.781,2,35.09439866,2,-123.08796553,2
1321896570,11/21/2011 17:29:30,2,docr,91.61,2,9.524,2,33.392,2,4.319,2,87.25,2,1487.657,2,25.7772,2,35.09444613,2,-123.0878868,2
1321896585,11/21/2011 17:29:45,2,docr,92.4,2,9.495,2,33.41,2,4.266,2,87.25,2,1487.586,2,25.796,2,35.094444,2,-123.08798,2
1321896600,11/21/2011 17:30:00,2,docr,91.51,2,9.503,2,33.394,2,4.306,2,87.25,2,1487.581,2,25.7822,2,35.09431613,2,-123.08788666,2
1321896615,11/21/2011 17:30:15,2,docr,91.7,2,9.525,2,33.384,2,4.352,2,87.24,2,1487.652,2,25.7708,2,35.094289,2,-123.0878672,2
1321896630,11/21/2011 17:30:30,2,docr,91.51,2,9.605,2,33.371,2,4.397,2,87.24,2,1487.925,2,25.7476,2,35.094267,2,-123.087853,2
1321896645,11/21/2011 17:30:45,2,docr,91.7,2,9.618,2,33.367,2,4.415,2,87.24,2,1487.971,2,25.7423,2,35.09424293,2,-123.08784753,2
1321896660,11/21/2011 17:31:00,2,docr,93.49,2,9.571,2,33.386,2,4.395,2,87.23,2,1487.852,2,25.7649,2,35.0942346,2,-123.0878538,2
1321896675,11/21/2011 17:31:15,2,docr,102.22,2,9.491,2,33.453,2,4.144,2,87.23,2,1487.787,2,25.8304,2,35.094225,2,-123.087867,2
1321896690,11/21/2011 17:31:30,2,docr,110.95,2,9.422,2,33.542,2,3.867,2,87.23,2,1487.789,2,25.9114,2,35.0942248,2,-123.08788533,2
1321896705,11/21/2011 17:31:45,2,docr,117.3,2,9.339,2,33.618,2,3.537,2,87.27,2,1487.683,2,25.9843,2,35.0942224,2,-123.0879008,2
1321896720,11/21/2011 17:32:00,2,docr,122.16,2,9.211,2,33.662,2,3.394,2,87.31,2,1487.348,2,26.0394,2,35.094211,2,-123.087932,2
1321896735,11/21/2011 17:32:15,2,docr,127.42,2,9.171,2,33.696,2,3.32,2,87.29,2,1487.33,2,26.0724,2,35.09420526,2,-123.08795693,2
1321896750,11/21/2011 17:32:30,2,docr,132.28,2,9.104,2,33.719,2,3.175,2,87.35,2,1487.192,2,26.1012,2,35.0942038,2,-123.08796873,2
1321896765,11/21/2011 17:32:45,2,docr,136.25,2,9.002,2,33.741,2,3.3,2,87.37,2,1486.909,2,26.1346,2,35.09419713,2,-123.087987,2
1321896780,11/21/2011 17:33:00,2,docr,140.12,2,8.986,2,33.753,2,3.304,2,87.34,2,1486.928,2,26.1466,2,35.09418846,2,-123.08800393,2
1321896795,11/21/2011 17:33:15,2,docr,144.09,2,8.972,2,33.776,2,3.132,2,87.33,2,1486.971,2,26.1669,2,35.09418486,2,-123.0880156,2
1321896810,11/21/2011 17:33:30,2,docr,148.55,2,8.922,2,33.799,2,3.002,2,87.33,2,1486.888,2,26.1928,2,35.09418053,2,-123.08804333,2
1321896825,11/21/2011 17:33:45,2,docr,152.42,2,8.806,2,33.839,2,2.859,2,87.35,2,1486.572,2,26.2424,2,35.09418306,2,-123.08805693,2
1321896840,11/21/2011 17:34:00,2,docr,156.19,2,8.789,2,33.858,2,2.723,2,87.33,2,1486.595,2,26.26,2,35.094186,2,-123.08806253,2
1321896855,11/21/2011 17:34:15,2,docr,160.36,2,8.742,2,33.863,2,2.715,2,87.37,2,1486.495,2,26.2713,2,35.094184,2,-123.088078,2
1321896870,11/21/2011 17:34:30,2,docr,165.22,2,8.697,2,33.885,2,2.715,2,87.36,2,1486.436,2,26.2956,2,35.09417753,2,-123.08807813,2
1321896885,11/21/2011 17:34:45,2,docr,171.66,2,8.667,2,33.905,2,2.541,2,87.35,2,1486.456,2,26.316,2,35.094176,2,-123.08808,2
1321896900,11/21/2011 17:35:00,2,docr,178.11,2,8.608,2,33.924,2,2.471,2,87.36,2,1486.366,2,26.3401,2,35.09418986,2,-123.08806246,2
1321896915,11/21/2011 17:35:15,2,docr,184.26,2,8.574,2,33.942,2,2.327,2,87.36,2,1486.363,2,26.3595,2,35.0941846,2,-123.08808413,2
1321896930,11/21/2011 17:35:30,2,docr,188.72,2,8.545,2,33.952,2,2.251,2,87.37,2,1486.342,2,26.3719,2,35.094175,2,-123.088099,2
1321896945,11/21/2011 17:35:45,2,docr,187.53,2,8.538,2,33.956,2,2.204,2,87.36,2,1486.301,2,26.3761,2,35.09421,2,-123.0880562,2
1321896960,11/21/2011 17:36:00,2,docr,184.66,2,8.561,2,33.947,2,2.244,2,87.31,2,1486.328,2,26.3655,2,35.09421033,2,-123.0880384,2
1321896975,11/21/2011 17:36:15,2,docr,186.34,2,8.554,2,33.949,2,2.26,2,87.36,2,1486.332,2,26.3681,2,35.094217,2,-123.088013,2
