usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1306368000,05/26/2011 00:00:00,2,docr,2244.81,2,1.898,2,34.627,2,1.844,2,89.61,2,1494.895,2,27.693,2,35.16640357,2,-122.98912485,2
1306368015,05/26/2011 00:00:15,2,docr,2233.42,2,1.902,2,34.626,2,1.828,2,89.62,2,1494.715,2,27.6919,2,35.1663778,2,-122.9891232,2
1306368030,05/26/2011 00:00:30,2,docr,2224.38,2,1.904,2,34.626,2,1.813,2,89.61,2,1494.569,2,27.6917,2,35.16637606,2,-122.98910973,2
1306368045,05/26/2011 00:00:45,2,docr,2215.25,2,1.912,2,34.625,2,1.797,2,89.61,2,1494.445,2,27.6902,2,35.1663822,2,-122.98914053,2
1306368060,05/26/2011 00:01:00,2,docr,2205.92,2,1.918,2,34.624,2,1.784,2,89.6,2,1494.31,2,27.6889,2,35.16639273,2,-122.98915853,2
1306368075,05/26/2011 00:01:15,2,docr,2196.88,2,1.923,2,34.624,2,1.774,2,89.61,2,1494.176,2,27.6884,2,35.1663834,2,-122.9891116,2
1306368090,05/26/2011 00:01:30,2,docr,2187.84,2,1.93,2,34.623,2,1.765,2,89.61,2,1494.05,2,27.6871,2,35.16640126,2,-122.9891088,2
1306368105,05/26/2011 00:01:45,2,docr,2178.7,2,1.935,2,34.622,2,1.752,2,89.61,2,1493.914,2,27.6858,2,35.166407,2,-122.989114,2
1306368120,05/26/2011 00:02:00,2,docr,2169.57,2,1.936,2,34.621,2,1.739,2,89.61,2,1493.76,2,27.6849,2,35.16643073,2,-122.98913946,2
1306368135,05/26/2011 00:02:15,2,docr,2160.33,2,1.942,2,34.621,2,1.731,2,89.61,2,1493.628,2,27.6844,2,35.1664244,2,-122.9891336,2
1306368150,05/26/2011 00:02:30,2,docr,2151.2,2,1.947,2,34.62,2,1.728,2,89.61,2,1493.491,2,27.6831,2,35.16641,2,-122.989124,2
1306368165,05/26/2011 00:02:45,2,docr,2142.16,2,1.96,2,34.621,2,1.726,2,89.61,2,1493.394,2,27.6829,2,35.16641686,2,-122.98916873,2
1306368180,05/26/2011 00:03:00,2,docr,2133.02,2,1.97,2,34.621,2,1.724,2,89.62,2,1493.281,2,27.6821,2,35.16642746,2,-122.98913366,2
1306368195,05/26/2011 00:03:15,2,docr,2124.47,2,1.975,2,34.62,2,1.719,2,89.62,2,1493.155,2,27.6808,2,35.166433,2,-122.989029,2
1306368210,05/26/2011 00:03:30,2,docr,2115.43,2,1.983,2,34.62,2,1.712,2,89.62,2,1493.035,2,27.6802,2,35.1664062,2,-122.9891026,2
1306368225,05/26/2011 00:03:45,2,docr,2105.41,2,1.99,2,34.619,2,1.703,2,89.62,2,1492.892,2,27.6788,2,35.1664078,2,-122.98911546,2
1306368240,05/26/2011 00:04:00,2,docr,2095.58,2,2,2,34.617,2,1.689,2,89.61,2,1492.765,2,27.6763,2,35.166386,2,-122.989135,2
1306368255,05/26/2011 00:04:15,2,docr,2085.75,2,2.007,2,34.616,2,1.675,2,89.61,2,1492.626,2,27.6749,2,35.16637133,2,-122.9890846,2
1306368270,05/26/2011 00:04:30,2,docr,2076.02,2,2.014,2,34.616,2,1.662,2,89.61,2,1492.489,2,27.6743,2,35.16637453,2,-122.98908753,2
1306368285,05/26/2011 00:04:45,2,docr,2066.29,2,2.021,2,34.615,2,1.649,2,89.61,2,1492.352,2,27.6729,2,35.166358,2,-122.989166,2
1306368300,05/26/2011 00:05:00,2,docr,2056.66,2,2.029,2,34.614,2,1.636,2,89.61,2,1492.22,2,27.6715,2,35.16640313,2,-122.9891342,2
1306368315,05/26/2011 00:05:15,2,docr,2047.12,2,2.034,2,34.613,2,1.625,2,89.61,2,1492.078,2,27.6702,2,35.1664078,2,-122.9891116,2
1306368330,05/26/2011 00:05:30,2,docr,2037.59,2,2.039,2,34.612,2,1.617,2,89.62,2,1491.935,2,27.669,2,35.16634006,2,-122.9891192,2
1306368345,05/26/2011 00:05:45,2,docr,2028.34,2,2.045,2,34.612,2,1.607,2,89.61,2,1491.803,2,27.6684,2,35.16636393,2,-122.98910706,2
1306368360,05/26/2011 00:06:00,2,docr,2019.89,2,2.055,2,34.61,2,1.594,2,89.62,2,1491.699,2,27.666,2,35.16637646,2,-122.98907866,2
1306368375,05/26/2011 00:06:15,2,docr,2011.43,2,2.059,2,34.61,2,1.58,2,89.62,2,1491.572,2,27.6656,2,35.166363,2,-122.98904,2
1306368390,05/26/2011 00:06:30,2,docr,2002.68,2,2.066,2,34.609,2,1.57,2,89.62,2,1491.451,2,27.6642,2,35.166362,2,-122.98907326,2
1306368405,05/26/2011 00:06:45,2,docr,1993.83,2,2.074,2,34.608,2,1.556,2,89.62,2,1491.333,2,27.6628,2,35.16635293,2,-122.98909953,2
1306368420,05/26/2011 00:07:00,2,docr,1984.79,2,2.08,2,34.607,2,1.545,2,89.62,2,1491.203,2,27.6614,2,35.166316,2,-122.989094,2
1306368435,05/26/2011 00:07:15,2,docr,1975.74,2,2.087,2,34.607,2,1.537,2,89.62,2,1491.079,2,27.6608,2,35.1663432,2,-122.98906946,2
1306368450,05/26/2011 00:07:30,2,docr,1966.79,2,2.1,2,34.605,2,1.526,2,89.62,2,1490.98,2,27.6582,2,35.166367,2,-122.989048,2
1306368465,05/26/2011 00:07:45,2,docr,1957.84,2,2.109,2,34.604,2,1.51,2,89.61,2,1490.865,2,27.6566,2,35.16632166,2,-122.98913233,2
1306368480,05/26/2011 00:08:00,2,docr,1948.6,2,2.114,2,34.604,2,1.501,2,89.61,2,1490.729,2,27.6562,2,35.16632206,2,-122.98911873,2
1306368495,05/26/2011 00:08:15,2,docr,1939.26,2,2.123,2,34.603,2,1.492,2,89.61,2,1490.607,2,27.6546,2,35.166288,2,-122.989076,2
1306368510,05/26/2011 00:08:30,2,docr,1930.31,2,2.135,2,34.601,2,1.475,2,89.61,2,1490.504,2,27.652,2,35.16630653,2,-122.9890772,2
