usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1352837940,11/13/2012 20:19:00,2,docr,3.18,2,16.135,2,33.455,2,5.32,2,82.69,0,1508.466,2,24.5298,2,35.116957,2,-122.933387,2
1352837955,11/13/2012 20:19:15,2,docr,8.54,2,16.121,2,33.462,2,5.366,1,83.67,2,1508.52,2,24.5385,2,35.116957,2,-122.933387,2
1352837970,11/13/2012 20:19:30,2,docr,12.41,2,16.056,2,33.482,2,5.391,1,83.74,2,1508.407,2,24.5688,2,35.1234324,2,-122.9397484,2
1352837985,11/13/2012 20:19:45,2,docr,12.51,2,16.055,2,33.483,2,5.395,1,83.74,2,1508.407,2,24.5698,2,35.14932466,2,-122.9651856,2
1352838000,11/13/2012 20:20:00,2,docr,14.59,2,16.022,2,33.495,2,5.406,1,83.63,2,1508.354,2,24.5866,2,35.1493048,2,-122.96517366,2
1352838015,11/13/2012 20:20:15,2,docr,14.69,2,16.019,2,33.495,2,5.404,1,83.65,2,1508.346,2,24.5872,2,35.14929146,2,-122.965164,2
1352838030,11/13/2012 20:20:30,2,docr,15.19,2,16.01,2,33.499,2,5.413,1,83.64,2,1508.331,2,24.5924,2,35.14927846,2,-122.965151,2
1352838045,11/13/2012 20:20:45,2,docr,15.58,2,16.011,2,33.498,2,5.409,1,83.66,2,1508.34,2,24.5914,2,35.14926833,2,-122.9651528,2
1352838060,11/13/2012 20:21:00,2,docr,14.49,2,16.029,2,33.493,2,5.408,1,83.72,2,1508.372,2,24.5834,2,35.1492544,2,-122.9651496,2
1352838075,11/13/2012 20:21:15,2,docr,14.99,2,16.033,2,33.49,2,5.403,1,83.68,2,1508.389,2,24.5803,2,35.1492172,2,-122.96512,2
1352838090,11/13/2012 20:21:30,2,docr,18.07,2,16.003,2,33.5,2,5.414,1,83.65,2,1508.359,2,24.5948,2,35.1492072,2,-122.96512686,2
