usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1353196260,11/17/2012 23:51:00,2,docr,3.38,2,16.054,2,33.462,2,5.128,2,82.94,2,1508.227,2,24.5535,2,35.150969,2,-122.94964,2
1353196275,11/17/2012 23:51:15,2,docr,8.04,2,16.036,2,33.469,2,5.397,1,83.2,0,1508.258,2,24.5632,2,35.150969,2,-122.94964,2
1353196290,11/17/2012 23:51:30,2,docr,12.61,2,15.996,2,33.468,2,5.43,1,83.24,0,1508.209,2,24.5716,2,35.150969,2,-122.94964,2
1353196305,11/17/2012 23:51:45,2,docr,16.38,2,15.957,2,33.473,2,5.433,1,83.25,0,1508.157,2,24.5844,2,35.150969,2,-122.94964,2
1353196320,11/17/2012 23:52:00,2,docr,15.58,2,15.954,2,33.473,2,5.427,1,83.26,2,1508.135,2,24.585,2,35.150969,2,-122.94964,2
1353196335,11/17/2012 23:52:15,2,docr,15.98,2,15.954,2,33.473,2,5.428,1,83.32,2,1508.141,2,24.5851,2,35.137936,2,-122.94971266,2
1353196350,11/17/2012 23:52:30,2,docr,15.78,2,15.955,2,33.473,2,5.423,1,83.28,0,1508.141,2,24.5848,2,35.13316733,2,-122.94973493,2
1353196365,11/17/2012 23:52:45,2,docr,21.44,2,15.947,2,33.473,2,5.421,1,83.42,2,1508.211,2,24.5868,2,35.13324013,2,-122.94973226,2
1353196380,11/17/2012 23:53:00,2,docr,23.43,2,15.944,2,33.474,2,5.42,1,83.45,2,1508.236,2,24.5884,2,35.1332756,2,-122.94978486,2
1353196395,11/17/2012 23:53:15,2,docr,24.22,2,15.942,2,33.474,2,5.417,1,83.53,0,1508.243,2,24.5888,2,35.13332026,2,-122.94980106,2
1353196410,11/17/2012 23:53:30,2,docr,28.89,2,15.678,2,33.47,2,5.38,1,83.65,2,1507.496,2,24.6451,2,35.13347466,2,-122.9497322,2
