usec,year,day,time,pres,temp,cond,o2curr,o2temp,o2delta,transvolt,lat,lon,depth,salin,theta,oxyg,light,beac,sound,sigmat,sigmatheta
001181065350,2007,156,17:42:30,   4.6,14.113,3.93084,4.1927, 0.00,,4.1159,36.239227,-122.919785,   4.6,32.466,14.112, 6.06, 83.5,0.723,1500.9,24.207,24.207
001181065365,2007,156,17:42:45,   9.9,14.102,3.93541,4.1966, 0.00,,4.1194,36.239227,-122.919773,   9.8,32.515,14.101, 6.07, 83.5,0.719,1501.0,24.247,24.247
001181065380,2007,156,17:43:00,  14.3,14.019,3.93373,4.1997, 0.00,,4.1116,35.880098,-122.951005,  14.2,32.567,14.017, 6.08, 83.4,0.727,1500.9,24.305,24.305
001181065395,2007,156,17:43:15,  17.1,13.951,3.93259,4.2094, 0.00,,4.0966,35.161835,-123.013467,  16.9,32.614,13.948, 6.11, 83.1,0.742,1500.8,24.354,24.355
001181065410,2007,156,17:43:30,  17.3,13.865,3.93271,4.2144, 0.00,,4.0694,35.161841,-123.013474,  17.2,32.687,13.863, 6.12, 82.5,0.769,1500.6,24.429,24.429
001181065425,2007,156,17:43:45,  16.5,13.867,3.93269,4.2188, 0.00,,4.0669,35.161871,-123.013462,  16.3,32.686,13.864, 6.13, 82.5,0.772,1500.6,24.428,24.428
001181065440,2007,156,17:44:00,  18.2,13.861,3.93445,4.2148, 0.00,,4.0665,35.161900,-123.013468,  18.0,32.707,13.859, 6.13, 82.4,0.772,1500.6,24.445,24.445
001181065455,2007,156,17:44:15,  21.0,13.783,3.92888,4.2081, 0.00,,4.0609,35.161924,-123.013468,  20.9,32.720,13.780, 6.12, 82.3,0.778,1500.4,24.471,24.472
001181065470,2007,156,17:44:30,  21.3,13.595,3.91406,4.2039, 0.00,,4.0641,35.161930,-123.013468,  21.1,32.743,13.592, 6.14, 82.4,0.774,1499.8,24.527,24.528
001181065485,2007,156,17:44:45,  24.3,13.523,3.90915,4.1971, 0.00,,4.0794,35.161957,-123.013468,  24.1,32.758,13.520, 6.14, 82.7,0.759,1499.7,24.553,24.554
001181065500,2007,156,17:45:00,  27.0,13.375,3.89865,4.1794, 0.00,,4.1071,35.161957,-123.013464,  26.8,32.786,13.371, 6.12, 83.3,0.732,1499.3,24.604,24.605
001181065515,2007,156,17:45:15,  27.0,13.003,3.86315,4.1361, 0.00,,4.1326,35.161981,-123.013488,  26.8,32.773,12.999, 6.09, 83.8,0.707,1498.0,24.668,24.669
001181065530,2007,156,17:45:30,  26.8,12.983,3.85970,4.1351, 0.00,,4.1382,35.161993,-123.013528,  26.6,32.758,12.979, 6.09, 83.9,0.701,1497.9,24.660,24.661
001181065545,2007,156,17:45:45,  29.4,12.812,3.84750,4.1252, 0.00,,4.1445,35.161987,-123.013532,  29.1,32.789,12.808, 6.10, 84.1,0.695,1497.4,24.718,24.719
001181065560,2007,156,17:46:00,  31.0,12.639,3.83304,4.1241, 0.00,,4.1632,35.162010,-123.013529,  30.7,32.801,12.635, 6.12, 84.4,0.677,1496.9,24.761,24.762
001181065575,2007,156,17:46:15,  34.6,12.400,3.81144,4.0993, 0.00,,4.2213,35.162016,-123.013535,  34.4,32.802,12.395, 6.10, 85.6,0.620,1496.1,24.807,24.808
001181065590,2007,156,17:46:30,  39.2,12.172,3.79357,4.0499, 0.00,,4.2687,35.161985,-123.013525,  38.9,32.828,12.167, 6.05, 86.6,0.575,1495.5,24.870,24.871
001181065605,2007,156,17:46:45,  42.7,12.080,3.78762,4.0026, 0.00,,4.2986,35.161957,-123.013487,  42.3,32.850,12.074, 5.97, 87.2,0.547,1495.2,24.905,24.906
001181065620,2007,156,17:47:00,  41.0,12.072,3.78734,4.0014, 0.00,,4.2918,35.161933,-123.013465,  40.7,32.855,12.067, 5.97, 87.1,0.553,1495.2,24.910,24.911
001181065635,2007,156,17:47:15,  45.6,11.923,3.77525,3.9467, 0.00,,4.3362,35.161904,-123.013438,  45.3,32.867,11.917, 5.89, 88.0,0.511,1494.8,24.948,24.949
001181065650,2007,156,17:47:30,  52.8,11.850,3.76994,3.9108, 0.00,,4.3562,35.161880,-123.013407,  52.4,32.877,11.843, 5.84, 88.4,0.493,1494.6,24.969,24.971
001181065665,2007,156,17:47:45,  58.7,11.779,3.76471,3.8649, 0.00,,4.3721,35.161873,-123.013404,  58.3,32.886,11.772, 5.77, 88.7,0.478,1494.5,24.989,24.991
001181065680,2007,156,17:48:00,  64.0,11.696,3.76039,3.8208, 0.00,,4.3971,35.161867,-123.013413,  63.5,32.915,11.688, 5.71, 89.3,0.455,1494.3,25.027,25.029
001181065695,2007,156,17:48:15,  69.0,11.691,3.76473,3.7605, 0.00,,4.4131,35.161867,-123.013400,  68.5,32.960,11.683, 5.60, 89.6,0.440,1494.5,25.063,25.064
001181065710,2007,156,17:48:30,  74.7,11.761,3.77653,3.7311, 0.00,,4.4200,35.161867,-123.013404,  74.1,33.011,11.751, 5.54, 89.7,0.434,1494.8,25.090,25.091
001181065725,2007,156,17:48:45,  80.5,11.737,3.78060,3.7123, 0.00,,4.4205,35.161865,-123.013407,  79.9,33.069,11.727, 5.52, 89.7,0.433,1494.9,25.139,25.141
001181065740,2007,156,17:49:00,  86.0,11.611,3.77623,3.6720, 0.00,,4.4245,35.161890,-123.013401,  85.4,33.137,11.600, 5.46, 89.8,0.430,1494.7,25.215,25.217
001181065755,2007,156,17:49:15,  91.8,11.511,3.77079,3.6349, 0.00,,4.4286,35.161897,-123.013404,  91.1,33.170,11.500, 5.40, 89.9,0.426,1494.5,25.259,25.261
001181065770,2007,156,17:49:30,  98.2,11.441,3.76689,3.6071, 0.00,,4.4336,35.161901,-123.013358,  97.5,33.192,11.429, 5.37, 90.0,0.421,1494.3,25.289,25.292
001181065785,2007,156,17:49:45, 104.9,11.375,3.76215,3.5903, 0.00,,4.4384,35.161926,-123.013343, 104.1,33.202,11.362, 5.35, 90.1,0.417,1494.2,25.309,25.311
001181065800,2007,156,17:50:00, 111.2,11.291,3.75605,3.5618, 0.00,,4.4394,35.161927,-123.013345, 110.4,33.215,11.277, 5.31, 90.1,0.416,1494.1,25.334,25.337
001181065815,2007,156,17:50:15, 118.2,11.146,3.74638,3.5212, 0.00,,4.4510,35.161935,-123.013326, 117.4,33.247,11.132, 5.25, 90.4,0.405,1493.7,25.385,25.388
001181065830,2007,156,17:50:30, 124.7,10.919,3.72917,3.4409, 0.00,,4.4569,35.161926,-123.013288, 123.8,33.279,10.904, 5.13, 90.5,0.400,1493.1,25.450,25.453
001181065845,2007,156,17:50:45, 131.5,10.295,3.67141,3.0740, 0.00,,4.4745,35.161926,-123.013288, 130.5,33.267,10.280, 4.52, 90.8,0.384,1490.9,25.549,25.552
001181065860,2007,156,17:51:00, 138.0,10.048,3.65474,2.8283, 0.00,,4.4750,35.161926,-123.013288, 136.9,33.322,10.033, 4.08, 90.9,0.384,1490.2,25.634,25.636
001181065875,2007,156,17:51:15, 144.4, 9.991,3.66304,2.4961, 0.00,,4.4745,35.161780,-123.013337, 143.4,33.456, 9.974, 3.47, 90.8,0.384,1490.3,25.749,25.751
001181065890,2007,156,17:51:30, 150.6, 9.969,3.66864,2.2491, 0.00,,4.4734,35.161766,-123.013349, 149.5,33.530, 9.952, 3.01, 90.8,0.385,1490.4,25.810,25.813
001181065905,2007,156,17:51:45, 156.2, 9.983,3.67258,2.1548, 0.00,,4.4738,35.161734,-123.013349, 155.0,33.555, 9.965, 2.83, 90.8,0.385,1490.6,25.827,25.830
001181065920,2007,156,17:52:00, 161.7, 9.895,3.66750,2.0824, 0.00,,4.4736,35.161684,-123.013349, 160.4,33.583, 9.876, 2.70, 90.8,0.385,1490.4,25.864,25.867
001181065935,2007,156,17:52:15, 167.7, 9.874,3.66574,2.0680, 0.00,,4.4732,35.161682,-123.013349, 166.4,33.582, 9.855, 2.68, 90.8,0.385,1490.4,25.866,25.870
001181065950,2007,156,17:52:30, 173.2, 9.764,3.66214,2.0803, 0.00,,4.4734,35.161682,-123.013346, 171.9,33.645, 9.744, 2.71, 90.8,0.385,1490.2,25.934,25.937
001181065965,2007,156,17:52:45, 179.2, 9.520,3.64167,2.0752, 0.00,,4.4723,35.161693,-123.013352, 177.8,33.660, 9.501, 2.71, 90.8,0.386,1489.4,25.986,25.989
001181065980,2007,156,17:53:00, 184.4, 9.343,3.62279,2.0458, 0.00,,4.4718,35.161689,-123.013323, 183.0,33.629, 9.323, 2.67, 90.8,0.386,1488.8,25.990,25.994
001181065995,2007,156,17:53:15, 189.3, 9.019,3.59823,2.0046, 0.00,,4.4711,35.161689,-123.013288, 187.9,33.678, 8.999, 2.61, 90.8,0.387,1487.7,26.080,26.083
001181066010,2007,156,17:53:30, 192.2, 9.001,3.59713,1.9852, 0.00,,4.4716,35.161682,-123.013285, 190.7,33.682, 8.981, 2.57, 90.8,0.387,1487.7,26.086,26.090
001181066025,2007,156,17:53:45, 190.8, 8.941,3.59277,1.9730, 0.00,,4.4714,35.161668,-123.013288, 189.4,33.694, 8.921, 2.55, 90.8,0.387,1487.5,26.105,26.108
001181066040,2007,156,17:54:00, 190.0, 8.978,3.59579,1.9667, 0.00,,4.4726,35.161615,-123.013282, 188.6,33.691, 8.958, 2.54, 90.8,0.386,1487.6,26.097,26.100
001181066055,2007,156,17:54:15, 190.1, 8.987,3.59690,1.9636, 0.00,,4.4726,35.161569,-123.013282, 188.6,33.694, 8.967, 2.53, 90.8,0.386,1487.7,26.098,26.101
001181066070,2007,156,17:54:30, 190.2, 8.978,3.59608,1.9652, 0.00,,4.4712,35.161542,-123.013282, 188.7,33.694, 8.958, 2.54, 90.8,0.387,1487.6,26.099,26.102
001181066085,2007,156,17:54:45, 190.7, 8.967,3.59504,1.9668, 0.00,,4.4721,35.161516,-123.013259, 189.3,33.693, 8.947, 2.54, 90.8,0.386,1487.6,26.100,26.104
001181066100,2007,156,17:55:00, 189.6, 8.971,3.59516,1.9673, 0.00,,4.4724,35.161499,-123.013228, 188.1,33.691, 8.950, 2.54, 90.8,0.386,1487.6,26.098,26.102
001181066115,2007,156,17:55:15, 190.6, 8.950,3.59307,1.9671, 0.00,,4.4727,35.161500,-123.013227, 189.2,33.689, 8.929, 2.54, 90.8,0.386,1487.5,26.100,26.103
001181066130,2007,156,17:55:30, 192.8, 8.923,3.59133,1.9667, 0.00,,4.4715,35.161474,-123.013224, 191.3,33.696, 8.902, 2.54, 90.8,0.387,1487.5,26.109,26.113
001181066145,2007,156,17:55:45, 194.1, 8.945,3.59239,1.9675, 0.00,,4.4722,35.161471,-123.013226, 192.6,33.685, 8.924, 2.54, 90.8,0.386,1487.6,26.097,26.101
001181066160,2007,156,17:56:00, 196.2, 8.898,3.58923,1.9668, 0.00,,4.4727,35.161499,-123.013166, 194.7,33.696, 8.877, 2.54, 90.8,0.386,1487.4,26.113,26.117
001181066175,2007,156,17:56:15, 199.9, 8.857,3.58600,1.9645, 0.00,,4.4726,35.161499,-123.013163, 198.4,33.699, 8.835, 2.54, 90.8,0.386,1487.3,26.122,26.126
001181066190,2007,156,17:56:30, 204.0, 8.841,3.58610,1.9478, 0.00,,4.4727,35.161500,-123.013169, 202.4,33.713, 8.820, 2.51, 90.8,0.386,1487.4,26.135,26.139
001181066205,2007,156,17:56:45, 209.3, 8.827,3.58730,1.9155, 0.00,,4.4725,35.161499,-123.013134, 207.6,33.737, 8.805, 2.45, 90.8,0.386,1487.4,26.157,26.160
001181066220,2007,156,17:57:00, 217.9, 8.779,3.58559,1.8608, 0.00,,4.4723,35.161499,-123.013099, 216.2,33.761, 8.756, 2.35, 90.8,0.386,1487.4,26.183,26.186
001181066235,2007,156,17:57:15, 227.1, 8.656,3.57696,1.8171, 0.00,,4.4743,35.161499,-123.013096, 225.3,33.782, 8.633, 2.28, 90.8,0.384,1487.2,26.219,26.222
001181066250,2007,156,17:57:30, 235.2, 8.489,3.56582,1.7533, 0.00,,4.4775,35.161489,-123.013099, 233.3,33.821, 8.465, 2.16, 90.9,0.381,1486.7,26.274,26.278
001181066265,2007,156,17:57:45, 242.6, 8.422,3.56177,1.6766, 0.00,,4.4763,35.161469,-123.013102, 240.7,33.839, 8.397, 2.02, 90.9,0.382,1486.6,26.299,26.303
001181066280,2007,156,17:58:00, 249.9, 8.301,3.55148,1.6595, 0.00,,4.4775,35.161452,-123.013141, 248.0,33.843, 8.275, 1.99, 90.9,0.381,1486.3,26.321,26.324
001181066295,2007,156,17:58:15, 257.7, 8.161,3.53928,1.6394, 0.00,,4.4827,35.161430,-123.013162, 255.6,33.845, 8.134, 1.96, 91.0,0.377,1485.9,26.343,26.347
001181066310,2007,156,17:58:30, 265.0, 8.064,3.53092,1.6351, 0.00,,4.4840,35.161407,-123.013169, 262.9,33.845, 8.038, 1.96, 91.0,0.375,1485.6,26.358,26.362
001181066325,2007,156,17:58:45, 272.0, 7.960,3.52325,1.5847, 0.00,,4.4864,35.161391,-123.013169, 269.9,33.861, 7.933, 1.86, 91.1,0.373,1485.4,26.385,26.389
001181066340,2007,156,17:59:00, 278.7, 7.852,3.51484,1.5221, 0.00,,4.4875,35.161375,-123.013163, 276.5,33.872, 7.824, 1.74, 91.1,0.372,1485.1,26.410,26.414
001181066355,2007,156,17:59:15, 285.9, 7.783,3.50881,1.4994, 0.00,,4.4884,35.161346,-123.013166, 283.6,33.870, 7.755, 1.70, 91.1,0.371,1484.9,26.419,26.423
001181066370,2007,156,17:59:30, 293.2, 7.714,3.50328,1.4746, 0.00,,4.4885,35.161347,-123.013195, 290.8,33.875, 7.685, 1.66, 91.1,0.371,1484.8,26.432,26.436
001181066385,2007,156,17:59:45, 300.6, 7.651,3.49881,1.4427, 0.00,,4.4895,35.161347,-123.013200, 298.2,33.885, 7.621, 1.60, 91.2,0.370,1484.7,26.449,26.453
001181066400,2007,156,18:00:00, 307.5, 7.577,3.49310,1.4212, 0.00,,4.4887,35.161328,-123.013221, 305.0,33.891, 7.547, 1.56, 91.1,0.371,1484.5,26.465,26.469
001181066415,2007,156,18:00:15, 315.2, 7.467,3.48304,1.3970, 0.00,,4.4900,35.161318,-123.013221, 312.7,33.886, 7.437, 1.51, 91.2,0.370,1484.2,26.476,26.481
001181066430,2007,156,18:00:30, 323.3, 7.387,3.47655,1.3721, 0.00,,4.4897,35.161318,-123.013222, 320.7,33.890, 7.356, 1.47, 91.2,0.370,1484.1,26.491,26.495
001181066445,2007,156,18:00:45, 331.9, 7.302,3.46996,1.3361, 0.00,,4.4901,35.161290,-123.013224, 329.2,33.897, 7.270, 1.40, 91.2,0.370,1483.9,26.508,26.513
001181066460,2007,156,18:01:00, 340.6, 7.228,3.46410,1.3057, 0.00,,4.4899,35.161285,-123.013221, 337.9,33.902, 7.195, 1.34, 91.2,0.370,1483.8,26.523,26.527
001181066475,2007,156,18:01:15, 349.3, 7.109,3.45430,1.2575, 0.00,,4.4887,35.161281,-123.013235, 346.5,33.907, 7.077, 1.25, 91.1,0.371,1483.4,26.543,26.547
001181066490,2007,156,18:01:30, 357.8, 6.978,3.44254,1.2348, 0.00,,4.4897,35.161255,-123.013217, 354.9,33.904, 6.944, 1.21, 91.2,0.370,1483.1,26.558,26.563
001181066505,2007,156,18:01:45, 366.6, 6.847,3.43084,1.2192, 0.00,,4.4890,35.161239,-123.013265, 363.6,33.899, 6.814, 1.18, 91.1,0.371,1482.7,26.572,26.577
001181066520,2007,156,18:02:00, 375.5, 6.783,3.42665,1.1980, 0.00,,4.4891,35.161226,-123.013252, 372.4,33.912, 6.748, 1.14, 91.1,0.371,1482.6,26.592,26.596
001181066535,2007,156,18:02:15, 384.5, 6.714,3.42146,1.1601, 0.00,,4.4896,35.161224,-123.013267, 381.3,33.918, 6.679, 1.06, 91.2,0.370,1482.5,26.606,26.610
001181066550,2007,156,18:02:30, 393.2, 6.653,3.41697,1.1295, 0.00,,4.4888,35.161206,-123.013268, 389.9,33.925, 6.618, 1.00, 91.1,0.371,1482.4,26.619,26.624
001181066565,2007,156,18:02:45, 401.9, 6.592,3.41234,1.1087, 0.00,,4.4889,35.161205,-123.013279, 398.6,33.930, 6.556, 0.96, 91.1,0.371,1482.3,26.631,26.636
001181066580,2007,156,18:03:00, 411.1, 6.602,3.41574,1.0788, 0.00,,4.4874,35.161194,-123.013285, 407.7,33.953, 6.565, 0.90, 91.1,0.372,1482.5,26.648,26.653
001181066595,2007,156,18:03:15, 419.7, 6.575,3.41458,1.0367, 0.00,,4.4848,35.161183,-123.013277, 416.2,33.962, 6.537, 0.81, 91.1,0.375,1482.6,26.659,26.664
001181066610,2007,156,18:03:30, 428.2, 6.456,3.40399,1.0227, 0.00,,4.4839,35.161163,-123.013276, 424.6,33.960, 6.417, 0.79, 91.0,0.376,1482.3,26.672,26.677
001181066625,2007,156,18:03:45, 436.9, 6.320,3.39190,1.0196, 0.00,,4.4849,35.161163,-123.013272, 433.3,33.956, 6.281, 0.79, 91.1,0.375,1481.9,26.687,26.692
001181066640,2007,156,18:04:00, 445.8, 6.210,3.38164,1.0143, 0.00,,4.4863,35.161145,-123.013286, 442.1,33.947, 6.171, 0.78, 91.1,0.373,1481.6,26.694,26.699
001181066655,2007,156,18:04:15, 455.1, 6.140,3.37620,1.0060, 0.00,,4.4861,35.161133,-123.013276, 451.3,33.950, 6.101, 0.76, 91.1,0.374,1481.4,26.706,26.711
001181066670,2007,156,18:04:30, 464.1, 6.046,3.36854,0.9803, 0.00,,4.4886,35.161114,-123.013285, 460.2,33.955, 6.006, 0.71, 91.1,0.371,1481.2,26.721,26.726
001181066685,2007,156,18:04:45, 472.7, 6.001,3.36596,0.9529, 0.00,,4.4888,35.161103,-123.013281, 468.8,33.966, 5.961, 0.65, 91.1,0.371,1481.2,26.735,26.740
001181066700,2007,156,18:05:00, 481.4, 5.935,3.36103,0.9323, 0.00,,4.4896,35.161087,-123.013302, 477.4,33.972, 5.894, 0.61, 91.2,0.370,1481.1,26.749,26.754
001181066715,2007,156,18:05:15, 490.4, 5.885,3.35763,0.9165, 0.00,,4.4898,35.161066,-123.013322, 486.3,33.980, 5.843, 0.58, 91.2,0.370,1481.0,26.761,26.767
001181066730,2007,156,18:05:30, 499.3, 5.868,3.35699,0.9038, 0.00,,4.4902,35.161041,-123.013341, 495.1,33.986, 5.825, 0.55, 91.2,0.370,1481.1,26.768,26.773
001181066745,2007,156,18:05:45, 508.2, 5.802,3.35139,0.8985, 0.00,,4.4903,35.161034,-123.013339, 503.9,33.984, 5.758, 0.54, 91.2,0.370,1481.0,26.775,26.780
001181066760,2007,156,18:06:00, 517.1, 5.751,3.34768,0.8899, 0.00,,4.4902,35.161011,-123.013343, 512.8,33.989, 5.707, 0.53, 91.2,0.370,1481.0,26.785,26.790
001181066775,2007,156,18:06:15, 526.3, 5.700,3.34418,0.8777, 0.00,,4.4899,35.161002,-123.013363, 521.8,33.996, 5.656, 0.50, 91.2,0.370,1480.9,26.796,26.802
001181066790,2007,156,18:06:30, 534.2, 5.685,3.34405,0.8616, 0.00,,4.4903,35.160978,-123.013406, 529.6,34.006, 5.639, 0.47, 91.2,0.370,1481.0,26.807,26.812
001181066805,2007,156,18:06:45, 542.2, 5.632,3.33972,0.8552, 0.00,,4.4909,35.160950,-123.013392, 537.6,34.006, 5.586, 0.45, 91.2,0.369,1480.9,26.813,26.819
001181066820,2007,156,18:07:00, 551.6, 5.613,3.33938,0.8404, 0.00,,4.4907,35.160950,-123.013399, 546.8,34.017, 5.566, 0.42, 91.2,0.369,1481.0,26.824,26.830
001181066835,2007,156,18:07:15, 560.9, 5.535,3.33284,0.8317, 0.00,,4.4912,35.160942,-123.013410, 556.1,34.016, 5.488, 0.40, 91.2,0.369,1480.8,26.833,26.838
001181066850,2007,156,18:07:30, 570.0, 5.444,3.32579,0.8221, 0.00,,4.4918,35.160919,-123.013410, 565.1,34.023, 5.397, 0.38, 91.2,0.368,1480.6,26.849,26.855
001181066865,2007,156,18:07:45, 579.0, 5.378,3.32058,0.8130, 0.00,,4.4920,35.160901,-123.013393, 574.0,34.026, 5.331, 0.37, 91.2,0.368,1480.5,26.859,26.865
001181066880,2007,156,18:08:00, 587.6, 5.338,3.31798,0.8054, 0.00,,4.4924,35.160882,-123.013384, 582.5,34.033, 5.289, 0.35, 91.2,0.368,1480.5,26.870,26.875
001181066895,2007,156,18:08:15, 596.1, 5.318,3.31679,0.8011, 0.00,,4.4927,35.160858,-123.013387, 590.9,34.035, 5.269, 0.34, 91.2,0.368,1480.6,26.873,26.879
001181066910,2007,156,18:08:30, 605.2, 5.271,3.31380,0.7924, 0.00,,4.4934,35.160848,-123.013389, 600.0,34.044, 5.221, 0.32, 91.2,0.367,1480.5,26.886,26.892
001181066925,2007,156,18:08:45, 607.5, 5.260,3.31341,0.7869, 0.00,,4.4934,35.160828,-123.013400, 602.2,34.050, 5.210, 0.31, 91.2,0.367,1480.5,26.892,26.898
001181066940,2007,156,18:09:00, 606.1, 5.253,3.31268,0.7861, 0.00,,4.4935,35.160801,-123.013389, 600.9,34.049, 5.204, 0.31, 91.2,0.367,1480.5,26.892,26.898
001181066955,2007,156,18:09:15, 606.6, 5.249,3.31251,0.7851, 0.00,,4.4934,35.160791,-123.013386, 601.3,34.051, 5.199, 0.31, 91.2,0.367,1480.5,26.894,26.900
001181066970,2007,156,18:09:30, 606.3, 5.249,3.31252,0.7848, 0.00,,4.4937,35.160767,-123.013420, 601.1,34.051, 5.199, 0.31, 91.2,0.367,1480.5,26.894,26.900
001181066985,2007,156,18:09:45, 606.1, 5.248,3.31234,0.7849, 0.00,,4.4938,35.160745,-123.013456, 600.9,34.051, 5.198, 0.31, 91.2,0.367,1480.5,26.894,26.900
001181067000,2007,156,18:10:00, 606.0, 5.251,3.31258,0.7845, 0.00,,4.4939,35.160710,-123.013459, 600.7,34.050, 5.202, 0.31, 91.2,0.366,1480.5,26.893,26.899
001181067015,2007,156,18:10:15, 604.8, 5.253,3.31257,0.7846, 0.00,,4.4937,35.160696,-123.013458, 599.6,34.049, 5.203, 0.31, 91.2,0.367,1480.5,26.892,26.898
001181067030,2007,156,18:10:30, 604.9, 5.252,3.31252,0.7849, 0.00,,4.4940,35.160675,-123.013473, 599.6,34.049, 5.202, 0.31, 91.2,0.366,1480.5,26.893,26.898
001181067045,2007,156,18:10:45, 602.3, 5.259,3.31259,0.7848, 0.00,,4.4933,35.160675,-123.013484, 597.1,34.044, 5.210, 0.31, 91.2,0.367,1480.4,26.888,26.893
001181067060,2007,156,18:11:00, 598.0, 5.264,3.31313,0.7864, 0.00,,4.4937,35.160675,-123.013463, 592.9,34.047, 5.215, 0.31, 91.2,0.367,1480.4,26.889,26.895
001181067075,2007,156,18:11:15, 594.1, 5.274,3.31347,0.7877, 0.00,,4.4936,35.160675,-123.013465, 588.9,34.042, 5.226, 0.31, 91.2,0.367,1480.4,26.884,26.890
001181067090,2007,156,18:11:30, 591.0, 5.289,3.31444,0.7886, 0.00,,4.4937,35.160664,-123.013469, 585.9,34.040, 5.241, 0.31, 91.2,0.367,1480.4,26.881,26.886
001181067105,2007,156,18:11:45, 588.8, 5.290,3.31430,0.7917, 0.00,,4.4934,35.160646,-123.013466, 583.7,34.039, 5.242, 0.32, 91.2,0.367,1480.3,26.880,26.885
001181067120,2007,156,18:12:00, 593.9, 5.289,3.31489,0.7908, 0.00,,4.4929,35.160641,-123.013461, 588.8,34.044, 5.240, 0.32, 91.2,0.367,1480.4,26.884,26.890
001181067135,2007,156,18:12:15, 601.4, 5.300,3.31611,0.7929, 0.00,,4.4935,35.160614,-123.013471, 596.2,34.044, 5.250, 0.32, 91.2,0.367,1480.6,26.882,26.888
001181067150,2007,156,18:12:30, 608.1, 5.271,3.31385,0.7892, 0.00,,4.4937,35.160614,-123.013468, 602.8,34.043, 5.221, 0.32, 91.2,0.367,1480.6,26.885,26.891
001181067165,2007,156,18:12:45, 615.0, 5.228,3.31110,0.7818, 0.00,,4.4938,35.160614,-123.013426, 609.7,34.052, 5.177, 0.30, 91.2,0.367,1480.5,26.898,26.904
001181067180,2007,156,18:13:00, 622.9, 5.192,3.30914,0.7749, 0.00,,4.4939,35.160614,-123.013401, 617.5,34.062, 5.141, 0.29, 91.2,0.366,1480.5,26.910,26.916
001181067195,2007,156,18:13:15, 631.2, 5.151,3.30675,0.7684, 0.00,,4.4939,35.160594,-123.013401, 625.7,34.072, 5.100, 0.27, 91.2,0.366,1480.5,26.922,26.928
001181067210,2007,156,18:13:30, 639.8, 5.117,3.30441,0.7653, 0.00,,4.4943,35.160591,-123.013403, 634.2,34.076, 5.065, 0.27, 91.3,0.366,1480.5,26.929,26.935
001181067225,2007,156,18:13:45, 649.0, 5.032,3.29766,0.7634, 0.00,,4.4947,35.160583,-123.013378, 643.3,34.080, 4.979, 0.26, 91.3,0.366,1480.3,26.943,26.948
