usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1321540275,11/17/2011 14:31:15,2,docr,2.78,0,14.919,0,31.861,0,5.574,0,35.02,0,1502.797,0,23.5713,0,35.154214,2,-123.015701,2
1321540290,11/17/2011 14:31:30,2,docr,2.78,0,14.812,0,,0,,0,20.45,0,,0,,0,35.154214,2,-123.015701,2
1321540305,11/17/2011 14:31:45,2,docr,2.88,0,14.673,0,,0,,0,28.97,0,,0,,0,35.154214,2,-123.015701,2
1321540320,11/17/2011 14:32:00,2,docr,2.88,0,14.553,0,,0,,0,41.22,0,,0,,0,35.154214,2,-123.015701,2
1321540335,11/17/2011 14:32:15,2,docr,5.16,0,14.439,0,32.939,0,4.969,0,75.83,0,1502.553,0,24.504,0,35.154214,2,-123.015701,2
1321540350,11/17/2011 14:32:30,2,docr,10.42,2,14.445,2,33.064,2,5.085,2,83.98,2,1502.807,2,24.5994,2,35.154214,2,-123.015701,2
1321540365,11/17/2011 14:32:45,2,docr,13.3,2,14.425,2,33.064,2,5.153,2,84.16,2,1502.79,2,24.6037,2,35.154214,2,-123.015701,2
1321540380,11/17/2011 14:33:00,2,docr,14,2,14.425,2,33.064,2,5.166,2,84.17,2,1502.802,2,24.6037,2,35.159166,2,-122.95676186,2
1321540395,11/17/2011 14:33:15,2,docr,16.97,2,14.422,2,33.064,2,5.195,2,84.13,2,1502.842,2,24.6044,2,35.16096133,2,-122.935325,2
1321540410,11/17/2011 14:33:30,2,docr,17.47,2,14.423,2,33.065,2,5.206,2,84.16,2,1502.854,2,24.605,2,35.16094533,2,-122.93528393,2
1321540425,11/17/2011 14:33:45,2,docr,21.34,2,14.422,2,33.065,2,5.212,2,84.18,2,1502.916,2,24.6053,2,35.16092766,2,-122.935272,2
1321540440,11/17/2011 14:34:00,2,docr,22.33,2,14.423,2,33.065,2,5.228,2,84.15,2,1502.935,2,24.6051,2,35.16089933,2,-122.93527366,2
1321540455,11/17/2011 14:34:15,2,docr,26.8,2,14.423,2,33.065,2,5.256,2,84.11,2,1503.01,2,24.6053,2,35.16075566,2,-122.9353372,2
1321540470,11/17/2011 14:34:30,2,docr,26.01,2,14.422,2,33.066,2,5.278,2,84.15,2,1502.994,2,24.6062,2,35.1607936,2,-122.93531433,2
1321540485,11/17/2011 14:34:45,2,docr,28.89,2,14.416,2,33.066,2,5.281,2,84.19,2,1503.023,2,24.6076,2,35.160822,2,-122.935319,2
1321540500,11/17/2011 14:35:00,2,docr,29.78,2,14.423,2,33.068,2,5.321,2,84.16,2,1503.063,2,24.6077,2,35.160822,2,-122.935319,2
1321540515,11/17/2011 14:35:15,2,docr,32.36,2,14.418,2,33.071,2,5.338,2,84.3,2,1503.093,2,24.6111,2,35.16076773,2,-122.9352462,2
1321540530,11/17/2011 14:35:30,2,docr,34.15,2,14.416,2,33.072,2,5.38,2,84.37,2,1503.118,2,24.6124,2,35.160719,2,-122.935181,2
1321540545,11/17/2011 14:35:45,2,docr,36.63,2,14.401,2,33.077,2,5.42,2,84.44,2,1503.117,2,24.6195,2,35.16069453,2,-122.93517026,2
1321540560,11/17/2011 14:36:00,2,docr,39.01,0,14.196,0,33.064,0,5.43,0,85.06,2,1502.478,0,24.6525,0,35.16067493,2,-122.9351824,2
1321540575,11/17/2011 14:36:15,2,docr,38.91,2,14.019,2,33.071,2,5.432,2,85.1,2,1501.909,2,24.6946,2,35.160654,2,-122.93519,2
1321540590,11/17/2011 14:36:30,2,docr,40.3,2,13.926,2,33.058,2,5.444,2,85.02,2,1501.613,2,24.7038,2,35.16061666,2,-122.93516813,2
1321540605,11/17/2011 14:36:45,2,docr,43.48,2,13.833,2,33.055,2,5.48,2,84.87,2,1501.358,2,24.7207,2,35.1606084,2,-122.93516106,2
1321540620,11/17/2011 14:37:00,2,docr,48.24,2,13.673,2,33.051,2,5.529,2,85.29,2,1500.908,2,24.7504,2,35.160598,2,-122.935152,2
1321540635,11/17/2011 14:37:15,2,docr,54.19,2,12.817,2,33.03,2,5.53,2,85.77,2,1498.136,2,24.905,2,35.16058666,2,-122.9351346,2
1321540650,11/17/2011 14:37:30,2,docr,59.85,2,12.337,2,33.069,2,5.438,2,85.87,2,1496.654,2,25.0279,2,35.1605926,2,-122.93511793,2
1321540665,11/17/2011 14:37:45,2,docr,62.23,2,12.23,2,33.085,2,5.367,2,85.9,2,1496.348,2,25.0607,2,35.160609,2,-122.935087,2
1321540680,11/17/2011 14:38:00,2,docr,63.13,2,12.178,2,33.09,2,5.348,2,85.92,2,1496.191,2,25.0745,2,35.16060073,2,-122.9350686,2
1321540695,11/17/2011 14:38:15,2,docr,67.19,2,11.81,2,33.085,2,5.288,2,86.33,2,1494.99,2,25.1396,2,35.16059886,2,-122.93505653,2
1321540710,11/17/2011 14:38:30,2,docr,72.65,2,11.431,2,33.144,2,5.069,2,86.55,2,1493.839,2,25.2551,2,35.160611,2,-122.935034,2
1321540725,11/17/2011 14:38:45,2,docr,79.1,2,11.036,2,33.177,2,4.931,2,86.8,2,1492.604,2,25.3519,2,35.1606146,2,-122.93502473,2
1321540740,11/17/2011 14:39:00,2,docr,85.95,2,10.373,2,33.315,2,4.579,2,86.95,2,1490.535,2,25.5752,2,35.16061653,2,-122.93502573,2
1321540755,11/17/2011 14:39:15,2,docr,92.3,2,10.11,2,33.406,2,4.234,2,86.95,2,1489.808,2,25.6911,2,35.16061826,2,-122.93502893,2
1321540770,11/17/2011 14:39:30,2,docr,97.76,2,9.941,2,33.475,2,3.962,2,86.96,2,1489.374,2,25.7734,2,35.16062626,2,-122.93503006,2
1321540785,11/17/2011 14:39:45,2,docr,101.92,2,9.818,2,33.523,2,3.762,2,86.99,2,1489.057,2,25.8314,2,35.16062973,2,-122.9350386,2
1321540800,11/17/2011 14:40:00,2,docr,102.82,2,9.752,2,33.551,2,3.609,2,87,2,1488.866,2,25.8643,2,35.1606482,2,-122.93506473,2
1321540815,11/17/2011 14:40:15,2,docr,99.74,2,9.756,2,33.549,2,3.605,2,86.98,2,1488.827,2,25.862,2,35.1606364,2,-122.93506706,2
1321540830,11/17/2011 14:40:30,2,docr,99.64,2,9.763,2,33.544,2,3.619,2,86.99,2,1488.845,2,25.8569,2,35.16062973,2,-122.9350678,2
1321540845,11/17/2011 14:40:45,2,docr,99.25,2,9.757,2,33.547,2,3.618,2,86.99,2,1488.82,2,25.8602,2,35.1606224,2,-122.93506593,2
1321540860,11/17/2011 14:41:00,2,docr,100.63,2,9.748,2,33.547,2,3.622,2,86.99,2,1488.811,2,25.8618,2,35.16062413,2,-122.93506693,2
1321540875,11/17/2011 14:41:15,2,docr,105.99,2,9.685,2,33.575,2,3.519,2,87.01,2,1488.705,2,25.8941,2,35.160626,2,-122.93507,2
1321540890,11/17/2011 14:41:30,2,docr,111.35,2,9.576,2,33.593,2,3.475,2,87.04,2,1488.42,2,25.9262,2,35.16064786,2,-122.9350724,2
1321540905,11/17/2011 14:41:45,2,docr,116.91,2,9.446,2,33.637,2,3.39,2,87.05,2,1488.091,2,25.9819,2,35.1606464,2,-122.93508093,2
1321540920,11/17/2011 14:42:00,2,docr,120.68,2,9.33,2,33.681,2,3.22,2,87.05,2,1487.783,2,26.0351,2,35.160646,2,-122.93509,2
1321540935,11/17/2011 14:42:15,2,docr,122.16,2,9.271,2,33.692,2,3.168,2,87.06,2,1487.605,2,26.0532,2,35.16066253,2,-122.935076,2
1321540950,11/17/2011 14:42:30,2,docr,124.45,2,9.213,2,33.706,2,3.136,2,87.05,2,1487.447,2,26.0735,2,35.16066013,2,-122.93507973,2
1321540965,11/17/2011 14:42:45,2,docr,129.11,2,9.153,2,33.726,2,3.078,2,87.1,2,1487.328,2,26.0988,2,35.160649,2,-122.93509,2
1321540980,11/17/2011 14:43:00,2,docr,135.76,2,9.074,2,33.757,2,2.996,2,87.11,2,1487.186,2,26.1357,2,35.16060413,2,-122.93511873,2
