usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1371389295,06/16/2013 13:28:15,2,docr,3.47,2,13.407,2,33.621,2,5.923,2,78.12,2,1499.958,2,25.2439,2,35.134248,2,-122.949864,2
1371389310,06/16/2013 13:28:30,2,docr,6.25,2,13.405,2,33.622,2,5.961,2,79.26,2,1499.999,2,25.2451,2,35.134248,2,-122.949864,2
1371389325,06/16/2013 13:28:45,2,docr,8.64,2,13.404,2,33.622,2,5.963,2,79.55,2,1500.035,2,25.2454,2,35.134248,2,-122.949864,2
1371389340,06/16/2013 13:29:00,2,docr,11.22,2,13.403,2,33.622,2,5.973,2,79.62,2,1500.075,2,25.2457,2,35.134248,2,-122.949864,2
1371389355,06/16/2013 13:29:15,2,docr,11.32,2,13.402,2,33.622,2,5.974,2,79.67,2,1500.073,2,25.2459,2,35.134248,2,-122.949864,2
1371389370,06/16/2013 13:29:30,2,docr,13.5,2,13.402,2,33.622,2,5.973,2,79.61,2,1500.11,2,25.246,2,35.134248,2,-122.949864,2
1371389385,06/16/2013 13:29:45,2,docr,16.18,2,13.4,2,33.622,2,5.972,2,79.72,2,1500.148,2,25.2464,2,35.134248,2,-122.949864,2
1371389400,06/16/2013 13:30:00,2,docr,16.18,2,13.401,2,33.622,2,5.978,2,79.77,2,1500.151,2,25.2462,2,35.134248,2,-122.949864,2
1371389415,06/16/2013 13:30:15,2,docr,16.18,2,13.401,2,33.622,2,5.973,2,79.81,2,1500.151,2,25.2462,2,35.134248,2,-122.949864,2
1371389430,06/16/2013 13:30:30,2,docr,19.56,2,13.399,2,33.622,2,5.973,2,79.68,2,1500.2,2,25.2467,2,35.134248,2,-122.949864,2
1371389445,06/16/2013 13:30:45,2,docr,20.65,2,13.375,2,33.624,2,5.971,2,79.01,2,1500.142,2,25.2532,2,35.134248,2,-122.949864,2
1371389460,06/16/2013 13:31:00,2,docr,21.64,2,13.353,2,33.627,2,5.98,2,78.92,2,1500.089,2,25.2599,2,35.134248,2,-122.949864,2
1371389475,06/16/2013 13:31:15,2,docr,24.12,2,13.273,2,33.633,2,5.988,2,78.14,2,1499.872,2,25.2807,2,35.134248,2,-122.949864,2
1371389490,06/16/2013 13:31:30,2,docr,24.02,2,13.278,2,33.631,2,5.994,2,78.1,2,1499.885,2,25.2782,2,35.134248,2,-122.949864,2
1371389505,06/16/2013 13:31:45,2,docr,27,2,13.058,2,33.641,2,5.957,2,78.35,2,1499.215,2,25.33,2,35.134248,2,-122.949864,2
1371389520,06/16/2013 13:32:00,2,docr,28.79,2,12.909,2,33.665,2,5.865,2,78.89,2,1498.775,2,25.3781,2,35.134248,2,-122.949864,2
1371389535,06/16/2013 13:32:15,2,docr,32.36,2,12.598,2,33.67,2,5.784,2,80.15,2,1497.796,2,25.443,2,35.134248,2,-122.949864,2
