usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1321747200,11/20/2011 00:00:00,2,docr,3953.38,2,1.501,2,34.681,2,2.798,2,87.41,2,1523.089,2,27.7769,2,35.160233,2,-122.96129,2
1321747215,11/20/2011 00:00:15,2,docr,3944.52,2,1.5,2,34.681,2,2.798,2,87.47,2,1522.927,2,27.7769,2,35.16035873,2,-122.96133653,2
1321747230,11/20/2011 00:00:30,2,docr,3937.31,2,1.502,2,34.68,2,2.799,2,87.58,2,1522.807,2,27.7759,2,35.16039106,2,-122.9613688,2
1321747245,11/20/2011 00:00:45,2,docr,3929.61,2,1.503,2,34.68,2,2.797,2,87.6,2,1522.675,2,27.7758,2,35.160387,2,-122.961401,2
1321747260,11/20/2011 00:01:00,2,docr,3921.71,2,1.504,2,34.68,2,2.794,2,87.6,2,1522.539,2,27.7756,2,35.1604182,2,-122.96146273,2
1321747275,11/20/2011 00:01:15,2,docr,3913.62,2,1.504,2,34.68,2,2.787,2,87.6,2,1522.396,2,27.7756,2,35.1604274,2,-122.96150146,2
1321747290,11/20/2011 00:01:30,2,docr,3905.44,2,1.505,2,34.68,2,2.783,2,87.61,2,1522.255,2,27.7754,2,35.160391,2,-122.961563,2
1321747305,11/20/2011 00:01:45,2,docr,3897.15,2,1.505,2,34.679,2,2.781,2,87.61,2,1522.107,2,27.7746,2,35.160391,2,-122.961563,2
1321747320,11/20/2011 00:02:00,2,docr,3889.06,2,1.505,2,34.68,2,2.779,2,87.61,2,1521.965,2,27.7753,2,35.1603956,2,-122.96156313,2
1321747335,11/20/2011 00:02:15,2,docr,3880.58,2,1.506,2,34.679,2,2.772,2,87.61,2,1521.817,2,27.7744,2,35.16044,2,-122.961581,2
1321747350,11/20/2011 00:02:30,2,docr,3871.42,2,1.507,2,34.679,2,2.767,2,87.61,2,1521.66,2,27.7742,2,35.1605372,2,-122.96145906,2
1321747365,11/20/2011 00:02:45,2,docr,3863.62,2,1.507,2,34.679,2,2.763,2,87.61,2,1521.521,2,27.7742,2,35.160663,2,-122.961359,2
1321747380,11/20/2011 00:03:00,2,docr,3855.82,2,1.508,2,34.679,2,2.758,2,87.62,2,1521.388,2,27.774,2,35.160638,2,-122.961701,2
1321747395,11/20/2011 00:03:15,2,docr,3847.93,2,1.508,2,34.679,2,2.755,2,87.61,2,1521.248,2,27.774,2,35.16052253,2,-122.961783,2
1321747410,11/20/2011 00:03:30,2,docr,3839.35,2,1.509,2,34.679,2,2.752,2,87.61,2,1521.1,2,27.7739,2,35.160454,2,-122.961871,2
1321747425,11/20/2011 00:03:45,2,docr,3831.45,2,1.509,2,34.678,2,2.748,2,87.62,2,1520.959,2,27.773,2,35.160548,2,-122.961937,2
1321747440,11/20/2011 00:04:00,2,docr,3823.36,2,1.509,2,34.679,2,2.745,2,87.62,2,1520.817,2,27.7737,2,35.16057113,2,-122.96196746,2
