usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1321574400,11/18/2011 00:00:00,2,docr,3968.39,2,1.501,2,34.681,2,2.797,2,87.29,2,1523.355,2,27.777,2,35.17958128,2,-122.93508171,2
1321574415,11/18/2011 00:00:15,2,docr,3968.39,2,1.501,2,34.681,2,2.8,2,87.28,2,1523.355,2,27.777,2,35.179607,2,-122.93507846,2
1321574430,11/18/2011 00:00:30,2,docr,3968.29,2,1.501,2,34.681,2,2.799,2,87.28,2,1523.353,2,27.777,2,35.179637,2,-122.935097,2
1321574445,11/18/2011 00:00:45,2,docr,3968.49,2,1.502,2,34.681,2,2.8,2,87.28,2,1523.361,2,27.7769,2,35.1796414,2,-122.9351212,2
1321574460,11/18/2011 00:01:00,2,docr,3968.39,2,1.501,2,34.681,2,2.801,2,87.29,2,1523.355,2,27.777,2,35.179653,2,-122.9351234,2
1321574475,11/18/2011 00:01:15,2,docr,3968.49,2,1.501,2,34.682,2,2.8,2,87.29,2,1523.358,2,27.7778,2,35.179674,2,-122.935119,2
1321574490,11/18/2011 00:01:30,2,docr,3968.39,2,1.501,2,34.681,2,2.8,2,87.28,2,1523.355,2,27.777,2,35.1796884,2,-122.9351574,2
1321574505,11/18/2011 00:01:45,2,docr,3968.39,2,1.501,2,34.681,2,2.8,2,87.28,2,1523.355,2,27.777,2,35.179701,2,-122.935142,2
1321574520,11/18/2011 00:02:00,2,docr,3968.19,2,1.502,2,34.681,2,2.801,2,87.28,2,1523.356,2,27.7769,2,35.179717,2,-122.935104,2
1321574535,11/18/2011 00:02:15,2,docr,3968.49,2,1.501,2,34.681,2,2.801,2,87.29,2,1523.357,2,27.777,2,35.17982926,2,-122.93510186,2
1321574550,11/18/2011 00:02:30,2,docr,3968.39,2,1.501,2,34.681,2,2.8,2,87.28,2,1523.355,2,27.777,2,35.17988226,2,-122.93512113,2
1321574565,11/18/2011 00:02:45,2,docr,3968.29,2,1.501,2,34.681,2,2.799,2,87.29,2,1523.353,2,27.777,2,35.179944,2,-122.935185,2
1321574580,11/18/2011 00:03:00,2,docr,3967.22,2,1.501,2,34.681,2,2.8,2,87.29,2,1523.334,2,27.777,2,35.17995593,2,-122.935185,2
1321574595,11/18/2011 00:03:15,2,docr,3964.49,2,1.501,2,34.681,2,2.799,2,87.29,2,1523.286,2,27.777,2,35.1799684,2,-122.9351874,2
1321574610,11/18/2011 00:03:30,2,docr,3958.74,2,1.501,2,34.681,2,2.8,2,87.29,2,1523.184,2,27.7769,2,35.18000453,2,-122.935187,2
