usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1396967070,04/08/2014 14:24:30,2,docr,4.37,2,13.126,2,33.428,2,6.289,2,77.51,2,1498.813,2,25.1509,2,35.124455,2,-122.945563,2
1396967085,04/08/2014 14:24:45,2,docr,9.13,2,13.119,2,33.429,2,6.306,2,77.84,2,1498.87,2,25.1532,2,35.124455,2,-122.945563,2
1396967100,04/08/2014 14:25:00,2,docr,11.51,2,13.007,2,33.415,2,6.19,2,79.24,2,1498.52,2,25.1647,2,35.124455,2,-122.945563,2
1396967115,04/08/2014 14:25:15,2,docr,16.68,0,12.571,0,33.411,0,5.757,0,80.41,2,1497.136,0,25.2471,0,35.124455,2,-122.945563,2
1396967130,04/08/2014 14:25:30,2,docr,12.9,2,12.783,2,33.434,2,5.732,2,80.24,2,1497.815,2,25.2235,2,36.711996,2,-122.186221,2
1396967145,04/08/2014 14:25:45,2,docr,14.79,2,12.774,2,33.42,2,5.874,2,80.08,2,1497.799,2,25.2145,2,36.71203146,2,-122.1862798,2
1396967160,04/08/2014 14:26:00,2,docr,17.17,2,12.511,2,33.421,2,5.521,2,80.97,2,1496.954,2,25.2664,2,36.712072,2,-122.186347,2
1396967175,04/08/2014 14:26:15,2,docr,19.75,2,12.087,2,33.411,2,5.215,2,83.66,2,1495.543,2,25.3397,2,36.7119564,2,-122.18626906,2
1396967190,04/08/2014 14:26:30,2,docr,21.04,2,11.664,2,33.453,2,4.513,2,85.63,2,1494.16,2,25.4514,2,36.71193386,2,-122.18621606,2
1396967205,04/08/2014 14:26:45,2,docr,24.62,2,11.514,2,33.488,2,4.377,2,86.53,2,1493.742,2,25.5063,2,36.711916,2,-122.186133,2
1396967220,04/08/2014 14:27:00,2,docr,29.08,2,11.333,2,33.527,2,4.196,2,86.83,2,1493.234,2,25.5697,2,36.7118682,2,-122.18605333,2
1396967235,04/08/2014 14:27:15,2,docr,30.57,2,11.206,2,33.54,2,4.047,2,87.04,2,1492.831,2,25.6029,2,36.71184313,2,-122.18600253,2
1396967250,04/08/2014 14:27:30,2,docr,33.45,2,10.926,2,33.567,2,3.835,2,87.38,2,1491.93,2,25.674,2,36.711807,2,-122.185916,2
1396967265,04/08/2014 14:27:45,2,docr,33.45,2,10.859,2,33.586,2,3.679,2,87.41,2,1491.716,2,25.7007,2,36.71175746,2,-122.18582433,2
1396967280,04/08/2014 14:28:00,2,docr,37.22,2,10.726,2,33.599,2,3.596,2,87.6,2,1491.325,2,25.7344,2,36.71172653,2,-122.18578513,2
1396967295,04/08/2014 14:28:15,2,docr,43.08,2,10.555,2,33.615,2,3.464,2,87.78,2,1490.835,2,25.7768,2,36.711683,2,-122.185762,2
1396967310,04/08/2014 14:28:30,2,docr,43.08,2,10.405,2,33.645,2,3.263,2,87.85,2,1490.338,2,25.8262,2,36.71167806,2,-122.1857916,2
1396967325,04/08/2014 14:28:45,2,docr,45.46,2,10.393,2,33.644,2,3.239,2,87.9,2,1490.334,2,25.8275,2,36.71167606,2,-122.18580093,2
1396967340,04/08/2014 14:29:00,2,docr,49.63,2,10.342,2,33.654,2,3.179,2,87.98,2,1490.233,2,25.8442,2,36.71168453,2,-122.1858114,2
1396967355,04/08/2014 14:29:15,2,docr,52.9,2,10.274,2,33.663,2,3.102,2,88,2,1490.055,2,25.8629,2,36.71170946,2,-122.1857714,2
1396967370,04/08/2014 14:29:30,2,docr,57.27,2,10.172,2,33.674,2,3.046,2,87.92,2,1489.775,2,25.889,2,36.71173,2,-122.185753,2
1396967385,04/08/2014 14:29:45,2,docr,62.43,2,10.037,2,33.693,2,2.991,2,88.02,2,1489.399,2,25.9268,2,36.7117656,2,-122.18579146,2
1396967400,04/08/2014 14:30:00,2,docr,67,2,9.926,2,33.707,2,2.936,2,88.04,2,1489.092,2,25.9565,2,36.7117912,2,-122.18583893,2
1396967415,04/08/2014 14:30:15,2,docr,69.68,2,9.805,2,33.728,2,2.843,2,88.11,2,1488.725,2,25.9931,2,36.71181186,2,-122.18587993,2
1396967430,04/08/2014 14:30:30,2,docr,78.9,2,9.669,2,33.773,2,2.719,2,88.23,2,1488.44,2,26.051,2,36.711863,2,-122.1859232,2
1396967445,04/08/2014 14:30:45,2,docr,91.11,2,9.504,2,33.822,2,2.525,2,88.37,2,1488.102,2,26.1166,2,36.71186673,2,-122.18593253,2
1396967460,04/08/2014 14:31:00,2,docr,95.57,2,9.392,2,33.848,2,2.447,2,88.5,2,1487.799,2,26.1552,2,36.71187,2,-122.18594,2
1396967475,04/08/2014 14:31:15,2,docr,94.48,2,9.338,2,33.864,2,2.396,2,88.52,2,1487.603,2,26.1765,2,36.71192653,2,-122.18604866,2
1396967490,04/08/2014 14:31:30,2,docr,93.59,2,9.345,2,33.861,2,2.394,2,88.52,2,1487.61,2,26.173,2,36.7119266,2,-122.1860508,2
